source_page,answerable_facts,ingestion_candidates,is_high_yield,is_low_yield
san francisco bay area,1,5,False,False
south america,1,5,False,False
south carolina,1,5,False,False
soviet union,1,5,False,True
standing rules of the united states senate,1,5,False,False
star trek,1,5,False,True
structure of the united states air force,1,5,False,False
sustainable development,1,5,False,True
the great debasement,1,5,False,False
thirteen colonies,1,5,False,False
thomas r. marshall,1,5,False,False
thorsten o. zander,1,5,False,False
tulsa race massacre,1,5,False,False
u.s. news & world report,1,5,False,False
united states geological survey,1,5,False,False
united states naval academy,1,5,False,False
wallace h. white,1,5,False,False
world wide web,1,5,False,True
world wireless system,1,5,False,False
1964 democratic national convention,1,4,False,False
amazon cloudfront,1,4,False,False
amazon reef,1,4,False,True
arthur perdue,1,4,False,True
bank of north america,1,4,False,False
berkshire hathaway,1,4,False,False
berlin model,1,4,False,True
break down (landy artwork),1,4,False,False
companies house,1,4,False,False
customer service,1,4,False,False
dance in the united states,1,4,False,False
delaware supreme court,1,4,False,False
democratic socialism,1,4,False,False
east germany,1,4,False,False
eliot spitzer,1,4,False,False
environmental resource management,1,4,False,False
eric hass,1,4,False,False
exchange alley,1,4,False,False
flight,1,4,False,False
florian weber,1,4,False,False
frank e. mckinney,1,4,False,False
full thrust,1,4,False,False
general glut,1,4,False,False
georgia freedom caucus,1,4,False,False
homeland security,1,4,False,True
hong kong,1,4,False,False
house office building commission,1,4,False,False
hugh lawson white,1,4,False,False
illinois freedom caucus,1,4,False,False
international rescue committee,1,4,False,False
international telecommunication union,1,4,False,True
irt lexington avenue line,1,4,False,False
james k. polk,1,4,False,False
jesse jackson,1,4,False,False
jet propulsion,1,4,False,False
johns hopkins,1,4,False,True
kamen rider,1,4,False,True
kamen rider amazon,1,4,False,True
leland stanford,1,4,False,False
leverhulme centre for the future of intelligence,1,4,False,False
michael douglas,1,4,False,False
modern age (periodical),1,4,False,False
modern immigration to the united kingdom,1,4,False,False
national republican congressional committee,1,4,False,False
national republican senatorial committee,1,4,False,False
new mexico,1,4,False,False
new orleans,1,4,False,False
new party (united states),1,4,False,False
olympus mons,1,4,False,False
operating system,1,4,False,False
pacific justice institute,1,4,False,False
rally championships,1,4,False,False
republican party of kentucky,1,4,False,False
reserve officers' training corps,1,4,False,False
san bernardino county transportation authority,1,4,False,False
san diego,1,4,False,False
small business,1,4,False,False
social democratic party of america,1,4,False,False
"southampton, new york",1,4,False,False
southwestern united states,1,4,False,False
stephen colbert 2008 presidential campaign,1,4,False,False
super bowl,1,4,False,True
the american spectator,1,4,False,False
the daily signal,1,4,False,False
thomas s. martin,1,4,False,False
tom truscott,1,4,False,False
trinity college dublin,1,4,False,False
union party (united states),1,4,False,False
united states government manual,1,4,False,False
virgil goode 2012 presidential campaign,1,4,False,False
world trade center (1973–2001),1,4,False,False
ai safety,1,3,False,False
air force specialty code,1,3,False,False
bank war,1,3,False,False
benjamin hav,1,3,False,False
biomedical research,1,3,False,False
black panther party,1,3,False,False
boca chica,1,3,False,False
bulletin board,1,3,False,False
congressional pictorial directory,1,3,False,False
constitutional union party (united states),1,3,False,False
demand for money,1,3,False,False
dragon,1,3,False,False
east india,1,3,False,False
evoked potential,1,3,False,False
existential risk from artificial intelligence,1,3,False,False
florida,1,3,False,True
gaia online,1,3,False,False
hawaiian islands,1,3,False,False
henry ford,1,3,False,True
india,1,3,False,True
laurence kotlikoff,1,3,False,False
le bon marché,1,3,False,False
left-wing politics,1,3,False,False
margaret masterman,1,3,False,False
medford high school (massachusetts),1,3,False,False
mississippi river,1,3,False,False
missouri freedom caucus,1,3,False,False
national science foundation,1,3,False,False
new deal,1,3,False,True
new york circular letter,1,3,False,False
new york city hall,1,3,False,False
noah glass,1,3,False,False
northeast ohio,1,3,False,False
oxford english dictionary,1,3,False,False
paul butler (lawyer),1,3,False,False
phillip kennedy,1,3,False,False
political positions of the 2008 republican party presidential primary candidates,1,3,False,False
republican party of guam,1,3,False,False
"revolutionary communist party, usa",1,3,False,False
rolling stone,1,3,False,False
roots blower,1,3,False,False
rufus king,1,3,False,False
sms amazone,1,3,False,False
south africa,1,3,False,False
south korea,1,3,False,True
space,1,3,False,False
suspension of the rules in the united states congress,1,3,False,False
texas,1,3,False,False
the new york review of books,1,3,False,False
tobacco control,1,3,False,False
tontine coffee house,1,3,False,False
"union square (washington, d.c.)",1,3,False,False
united states secretary of the interior,1,3,False,False
video games in the united states,1,3,False,False
visual art of the united states,1,3,False,False
whitelaw reid,1,3,False,False
wisconsin public radio,1,3,False,False
atomic energy,1,2,False,False
bloomberg beta,1,2,False,False
campaign finance in the united states,1,2,False,False
charles fritts,1,2,False,True
constitutionalism in the united states,1,2,False,False
drake landing solar community,1,2,False,False
early childhood education,1,2,False,False
earth,1,2,False,False
green party of the united states,1,2,False,False
ian wright,1,2,False,False
international trade,1,2,False,False
jessica amanda salmonson,1,2,False,False
john randolph of roanoke,1,2,False,False
national taxpayers union,1,2,False,False
no religious test clause,1,2,False,False
north dakota republican party,1,2,False,False
silver party,1,2,False,False
sixteenth amendment to the united states constitution,1,2,False,False
supply-side economics,1,2,False,False
william wirt (attorney general),1,2,False,False
amazon light,1,1,False,False
apollo,1,1,False,False
bernard jean,1,1,False,False
blue origin ns-20,1,1,False,False
blue origin ns-38,1,1,False,False
cerberus fossae,1,1,False,False
enrique lores,1,1,False,False
frank cohen,1,1,False,False
mark alan walker,1,1,False,False
missouri river,1,1,False,False
neil harbisson,1,1,False,False
republican party of arkansas,1,1,False,False
richard richards (utah politician),1,1,False,False
tim gardner,1,1,False,False
unconditional union party,1,1,False,False
union labor party,1,1,False,False
william t. collins,1,1,False,False
1972 socialist labor national convention,1,0,False,False
accounting standards board,1,0,False,False
advanced vehicle systems,1,0,False,False
aerospace manufacturing,1,0,False,False
affirm (company),1,0,False,False
air force missile test center,1,0,False,False
amazons company,1,0,False,False
ampex corporation,1,0,False,False
apollo applications,1,0,False,False
armed forces,1,0,False,False
automobile industry,1,0,False,False
b-50 superfortress,1,0,False,False
battery storage,1,0,False,False
bexar county,1,0,False,False
bill thompson (new york),1,0,False,False
bloomberg professional services,1,0,False,False
bloomberg view,1,0,False,False
blue origin pm2,1,0,False,False
bombardier aerospace,1,0,False,False
borough president,1,0,False,False
breakthrough energy ventures,1,0,False,False
byron lichtenberg,1,0,False,False
cal ripken,1,0,False,False
capitol police board,1,0,False,False
cargo dragon,1,0,False,False
carolina stadium,1,0,False,False
carson city,1,0,False,False
chicago real estate bubble of the 1830s,1,0,False,False
christian dior se,1,0,False,False
city council,1,0,False,False
city council speaker,1,0,False,False
commercial crew transportation capability,1,0,False,False
commonwealth english,1,0,False,False
communications commission,1,0,False,False
daniel doctoroff,1,0,False,False
duncan niederauer,1,0,False,False
dutch east india,1,0,False,False
e. shaw,1,0,False,False
early modern,1,0,False,False
electric company,1,0,False,False
environmental assessment,1,0,False,False
environmental management,1,0,False,False
ernst werner,1,0,False,False
eunos roadster,1,0,False,False
f4u corsair,1,0,False,False
falcon 9,1,0,False,False
farris bryant,1,0,False,False
federal reserve system,1,0,False,False
fire drake manual,1,0,False,False
ford motor company limited,1,0,False,False
foundation center,1,0,False,False
foundation series,1,0,False,False
giving pledge,1,0,False,False
global settlement,1,0,False,False
government efficiency,1,0,False,False
governor gavin newsom,1,0,False,False
great lakes megaregion,1,0,False,False
greenhouse gases,1,0,False,False
group of seven,1,0,False,False
groupe arnault,1,0,False,False
high school,1,0,False,False
history of abortion in the united states,1,0,False,False
history of the united states republican party,1,0,False,False
inspiration mars,1,0,False,False
instrument landing,1,0,False,False
integrated services digital network,1,0,False,False
intercontinental exchange inc,1,0,False,False
investment advisers act,1,0,False,False
investment bank,1,0,False,False
investment company act,1,0,False,False
isps,1,0,False,False
john nicolay,1,0,False,False
kawasaki heavy industries aerospace,1,0,False,False
lars moravy,1,0,False,False
launch operations center,1,0,False,False
launch services program,1,0,False,False
launch site one,1,0,False,False
m. atalla,1,0,False,False
marine corps,1,0,False,False
mario lopez estrada,1,0,False,False
maritime history of the united states,1,0,False,False
mayor dean trantalis,1,0,False,False
mcdonnell douglas corporation,1,0,False,False
media matters,1,0,False,False
mitsubishi heavy industries aerospace,1,0,False,False
motor car,1,0,False,False
nasdaq composite index,1,0,False,False
national merit,1,0,False,False
north american,1,0,False,False
obvious corporation,1,0,False,False
orbcomm og2,1,0,False,False
palo alto,1,0,False,False
parent company,1,0,False,False
paul c. w. chu,1,0,False,False
paypal holdings,1,0,False,False
phibro corporation,1,0,False,False
president abraham lincoln,1,0,False,False
president eisenhower,1,0,False,False
president harry s. truman,1,0,False,False
president lyndon b. johnson,1,0,False,False
pretoria city,1,0,False,False
randolph hearst,1,0,False,False
raptor vacuum,1,0,False,False
research center,1,0,False,False
reusable rocket,1,0,False,False
robert f. wagner jr,1,0,False,False
rockets,1,0,False,False
saharan africa,1,0,False,False
satellites,1,0,False,False
security centre,1,0,False,False
sha256,1,0,False,False
short message service,1,0,False,False
silver lake partners,1,0,False,False
solnova solar power station,1,0,False,False
southeast asian,1,0,False,False
spacex demo-1,1,0,False,False
spacex demo-2,1,0,False,False
spacex falcon,1,0,False,False
springer science,1,0,False,False
stanley jevons,1,0,False,False
stanley whittingham,1,0,False,False
starship human landing system,1,0,False,False
stat news,1,0,False,False
state department,1,0,False,False
stone fish,1,0,False,False
technical university,1,0,False,False
"tesla, inc",1,0,False,False
traffic safety,1,0,False,False
transportation economics,1,0,False,False
u.s. air,1,0,False,False
u.s. army air corps,1,0,False,False
u.s. federal communications commission,1,0,False,False
u.s. house of representatives,1,0,False,False
uc davis,1,0,False,False
united parcel,1,0,False,False
united states constitution,1,0,False,False
us air force,1,0,False,False
us army,1,0,False,False
utc aerospace,1,0,False,False
vehicles,1,0,False,False
virgin hyperloop one,1,0,False,False
wall street journal,1,0,False,False
washington referendum 74,1,0,False,False
world rally,1,0,False,False
x corp,1,0,False,False
x.ai corp,1,0,False,False
xoom corporation,1,0,False,False
york city,1,0,False,False
ellison,0,23,False,True
aerospace,0,22,False,True
blue origin,0,22,False,True
1900 united states house of representatives elections,0,21,False,True
bloomberg billionaires index,0,21,False,True
blue coat systems,0,21,False,True
byron k. lichtenberg,0,21,False,True
cape canaveral space force station,0,21,False,True
nasa launch services program,0,21,False,True
satellite internet access,0,21,False,True
"tesla, inc.",0,21,False,True
xai (company),0,21,False,True
energia (corporation),0,20,False,True
rocketplane kistler,0,20,False,True
108th united states congress,0,19,False,True
1894 united states house of representatives elections,0,19,False,True
1902 united states house of representatives elections,0,19,False,True
2008 republican party presidential debates and forums,0,19,False,True
aerospace manufacturer,0,19,False,True
"blue origin federation, llc v. united states",0,19,False,True
development of the commercial crew program,0,19,False,True
jacklyn (lpv1),0,19,False,True
precision neuroscience,0,19,False,True
reusable launch vehicle,0,19,False,True
spacex launch vehicles,0,19,False,True
tesla energy,0,19,False,True
tesla model s,0,19,False,True
united states armed forces,0,19,False,True
x corp.,0,19,False,True
100th united states congress,0,18,False,True
1896 united states house of representatives elections,0,18,False,True
2020 democratic party presidential primaries,0,18,False,True
amazon prime,0,18,False,True
brad d. smith,0,18,False,True
crew dragon demo-1,0,18,False,True
mike melvill,0,18,False,True
tesla cybertruck,0,18,False,True
vss unity,0,18,False,True
xoom (money transfer service),0,18,False,True
1980 democratic party presidential primaries,0,17,False,True
axiom space,0,17,False,True
commercial astronaut,0,17,False,True
mark bezos,0,17,False,True
orbital sciences corporation,0,17,False,True
paypal,0,17,False,True
planet labs,0,17,False,True
space launch delta 45,0,17,False,True
spacex starship design history,0,17,False,True
the boring company,0,17,False,True
2004 united states presidential election,0,16,False,True
2020 democratic party vice presidential candidate selection,0,16,False,True
amazon publishing,0,16,False,True
ballistic missile,0,16,False,True
boeing starliner,0,16,False,True
boing boing,0,16,False,True
breakthrough energy,0,16,False,True
commercial crew program,0,16,False,True
electric vehicle,0,16,False,True
gigafactory nevada,0,16,False,True
gregory stock,0,16,False,True
hyperloop one,0,16,False,True
john glenn,0,16,False,True
johnson space center,0,16,False,True
lawrence sperry,0,16,False,True
marshall space flight center,0,16,False,True
new shepard,0,16,False,True
openai,0,16,False,True
results of the 2024 democratic party presidential primaries,0,16,False,True
ronald reagan space and missile test range,0,16,False,True
space shuttle,0,16,False,True
x (social network),0,16,False,True
1952 united states presidential election,0,15,False,True
2012 democratic national convention,0,15,False,True
2016 green party presidential debates and forums,0,15,False,True
abbott laboratories,0,15,False,True
alan shepard,0,15,False,True
australian home front during world war ii,0,15,False,True
blue origin facilities,0,15,False,True
calvin souther fuller,0,15,False,True
delta ii,0,15,False,True
disaster monitoring constellation,0,15,False,True
fisker karma,0,15,False,True
hawthorne test tunnel,0,15,False,True
jeff bezos phone hacking incident,0,15,False,True
list of launch complexes,0,15,False,True
michael bloomberg 2020 presidential campaign,0,15,False,True
national security space launch,0,15,False,True
phibro,0,15,False,True
solarcity,0,15,False,True
spacex cots demo flight 2,0,15,False,True
starlink,0,15,False,True
steve forbes,0,15,False,True
stoke space nova,0,15,False,True
thirteenth expeditionary air force,0,15,False,True
"twitter, inc.",0,15,False,True
1890 united states house of representatives elections,0,14,False,True
1973–1975 recession,0,14,False,True
1980 republican party presidential primaries,0,14,False,True
2012 democratic party presidential primaries,0,14,False,True
2012 libertarian party presidential primaries,0,14,False,True
2022 stock market decline,0,14,False,True
amazon leo,0,14,False,True
ampex,0,14,False,True
astrium,0,14,False,True
baikonur cosmodrome,0,14,False,True
cnbc,0,14,False,True
corn ranch,0,14,False,True
crew dragon demo-2,0,14,False,True
dave limp,0,14,False,True
discovery air,0,14,False,True
economic impact of the covid-19 pandemic in the united states,0,14,False,True
financière agache,0,14,False,True
first inauguration of barack obama,0,14,False,True
goodleap,0,14,False,True
haven healthcare,0,14,False,True
inspiration mars foundation,0,14,False,True
intercontinental exchange,0,14,False,True
international geophysical year,0,14,False,True
j. b. straubel,0,14,False,True
jim lovell,0,14,False,True
kennedy space center,0,14,False,True
maritime history of colonial america,0,14,False,True
michael whatley,0,14,False,True
neil armstrong,0,14,False,True
peoplesoft,0,14,False,True
tesla next-generation vehicle platform,0,14,False,True
united states department of homeland security,0,14,False,True
vehicle,0,14,False,True
vss enterprise,0,14,False,True
xm satellite radio,0,14,False,True
109th united states congress,0,13,False,True
1838–39 united states house of representatives elections,0,13,False,True
1844–45 united states house of representatives elections,0,13,False,True
1974 conference on democratic policy and organization,0,13,False,True
2012 libertarian national convention,0,13,False,True
accounting standard,0,13,False,True
adena friedman,0,13,False,True
apollo applications program,0,13,False,True
ares management,0,13,False,True
bill ready,0,13,False,True
bread financial,0,13,False,True
chief scientist of the united states air force,0,13,False,True
commerce one,0,13,False,True
dan schulman,0,13,False,True
democratic party presidential debates,0,13,False,True
dream chaser,0,13,False,True
economic effects of the september 11 attacks,0,13,False,True
frank moore (performance artist),0,13,False,True
fundraising for the 2008 united states presidential election,0,13,False,True
hispanic and latino americans in the united states congress,0,13,False,True
international civil aviation organization,0,13,False,True
iridium communications,0,13,False,True
logistics of the 2020 democratic national convention,0,13,False,True
lvmh,0,13,False,True
nationwide opinion polling for the 2020 democratic party presidential primaries,0,13,False,True
naval reserve officers training corps,0,13,False,True
nuclear weapons of the united states,0,13,False,True
nyse euronext,0,13,False,True
orbital reef,0,13,False,True
paul ching wu chu,0,13,False,True
pgm-17 thor,0,13,False,True
playstation,0,13,False,True
results of the 2020 republican party presidential primaries,0,13,False,True
sleepycat software,0,13,False,True
space policy of the united states,0,13,False,True
statewide opinion polling for the 2020 democratic party presidential primaries,0,13,False,True
tbs holdings,0,13,False,True
united states atomic energy commission,0,13,False,True
world war,0,13,False,True
zip2,0,13,False,True
1892 democratic national convention,0,12,False,True
1938 united states house of representatives elections,0,12,False,True
1944 united states house of representatives elections,0,12,False,True
1988 united states house of representatives elections,0,12,False,True
2020 american samoa presidential caucuses,0,12,False,True
2020s energy crisis,0,12,False,True
air force,0,12,False,True
automotive industry,0,12,False,True
badges of the united states air force,0,12,False,True
bentley,0,12,False,True
bloomberg l.p.,0,12,False,True
bloomberg television,0,12,False,True
christa mcauliffe,0,12,False,True
chuck baldwin 2008 presidential campaign,0,12,False,True
cynthia mckinney 2008 presidential campaign,0,12,False,True
department of government efficiency,0,12,False,True
duncan l. niederauer,0,12,False,True
eastern range,0,12,False,True
factions in the democratic party (united states),0,12,False,True
ford of britain,0,12,False,True
frank meyer (political philosopher),0,12,False,True
fundraising in the 2020 united states presidential election,0,12,False,True
fundraising in the 2024 united states presidential election,0,12,False,True
global financial crisis in december 2008,0,12,False,True
great recession in africa,0,12,False,True
hewlett-packard,0,12,False,True
hyperloop pod competition,0,12,False,True
kamala harris 2024 presidential campaign,0,12,False,True
marianne williamson 2020 presidential campaign,0,12,False,True
maritime history of the united states (1776–1799),0,12,False,True
mary meeker,0,12,False,True
mazda mx-5 (na),0,12,False,True
mcdonnell douglas,0,12,False,True
national debt of the united states,0,12,False,True
national republican redistricting trust,0,12,False,True
national space biomedical research institute,0,12,False,True
oracle applications,0,12,False,True
orbital space plane program,0,12,False,True
reaction engines,0,12,False,True
scaled composites white knight two,0,12,False,True
space shuttle challenger,0,12,False,True
tim pawlenty 2012 presidential campaign,0,12,False,True
timeline of the 2024 united states presidential election,0,12,False,True
tulsi gabbard 2020 presidential campaign,0,12,False,True
united states air force band,0,12,False,True
united states army air corps,0,12,False,True
united states in world war i,0,12,False,True
united states marine corps,0,12,False,True
utc aerospace systems,0,12,False,True
vehicle assembly building,0,12,False,True
1924 united states house of representatives elections,0,11,False,True
1932 united states presidential election,0,11,False,True
1946 united states house of representatives elections,0,11,False,True
1952 republican party presidential primaries,0,11,False,True
1968 united states house of representatives elections,0,11,False,True
1970 united states senate election in new york,0,11,False,True
2000 united states presidential election,0,11,False,True
2020 stock market crash,0,11,False,True
2021 united states house of representatives elections,0,11,False,True
2025 stock market crash,0,11,False,True
affirm holdings,0,11,False,True
antonio gracias,0,11,False,True
apple inc.,0,11,False,True
autopilot,0,11,False,True
brian t. carroll,0,11,False,True
byd auto,0,11,False,True
concept car,0,11,False,True
danish americans,0,11,False,True
darpa falcon project,0,11,False,True
donald trump,0,11,False,True
dreamcast,0,11,False,True
ed oates,0,11,False,True
edgar f. codd,0,11,False,True
electric car,0,11,False,True
federal holidays in the united states,0,11,False,True
gigafactory shanghai,0,11,False,True
heartland institute,0,11,False,True
hispanics in the american civil war,0,11,False,True
hypocenter,0,11,False,True
inflation reduction act,0,11,False,True
integrated truss structure,0,11,False,True
joe walsh 2020 presidential campaign,0,11,False,True
july,0,11,False,True
la jamais contente,0,11,False,True
larry ellison,0,11,False,True
linda yaccarino,0,11,False,True
mackenzie scott,0,11,False,True
mcdonnell douglas dc-x,0,11,False,True
nasdaq,0,11,False,True
"nasdaq, inc.",0,11,False,True
oath of office of the president of the united states,0,11,False,True
outer space treaty,0,11,False,True
patria (company),0,11,False,True
randolph nudo,0,11,False,True
ranger program,0,11,False,True
republican party of florida,0,11,False,True
results of the 2020 libertarian party presidential primaries,0,11,False,True
rhode island banking crisis,0,11,False,True
sam brownback 2008 presidential campaign,0,11,False,True
satellite,0,11,False,True
sirius satellite radio,0,11,False,True
solid-propellant rocket,0,11,False,True
springer science+business media,0,11,False,True
state university system,0,11,False,True
statewide opinion polling for the 2016 republican party presidential primaries,0,11,False,True
the giving pledge,0,11,False,True
timeline of the 2028 united states presidential election,0,11,False,True
tradex technologies,0,11,False,True
truth social,0,11,False,True
turning point action,0,11,False,True
u.s. representative bibliography (congressional memoirs),0,11,False,True
u.s. steel,0,11,False,True
united nations,0,11,False,True
united states africa command,0,11,False,True
vandenberg space force base,0,11,False,True
warsaw pact,0,11,False,True
world central kitchen,0,11,False,True
1842–43 united states house of representatives elections,0,10,False,True
1848–49 united states house of representatives elections,0,10,False,True
1960 united states presidential election,0,10,False,True
1972 republican party presidential primaries,0,10,False,True
1972 united states presidential election,0,10,False,True
2004 republican national convention,0,10,False,True
2008 democratic party vice presidential candidate selection,0,10,False,True
2016 republican party presidential debates and forums,0,10,False,True
2020 constitution party presidential primaries,0,10,False,True
2020 democratic party presidential candidates,0,10,False,True
2020 libertarian party presidential primaries,0,10,False,True
2025 united states house of representatives elections,0,10,False,True
alphabet inc.,0,10,False,True
andrew yang 2020 presidential campaign,0,10,False,True
associate justice of the supreme court of the united states,0,10,False,True
bernie sanders 2020 presidential campaign,0,10,False,True
bill richardson 2008 presidential campaign,0,10,False,True
california,0,10,False,True
california air resources board,0,10,False,True
california republican party,0,10,False,True
chris dodd 2008 presidential campaign,0,10,False,True
chrysler,0,10,False,True
cold war,0,10,False,True
commercial space launch competitiveness act of 2015,0,10,False,True
ct corporation,0,10,False,True
digitalbridge,0,10,False,True
elmer ambrose sperry,0,10,False,True
elon musk and trade unions,0,10,False,True
flux pavilion,0,10,False,True
forbes,0,10,False,True
frank vandersloot,0,10,False,True
ftc v. amazon,0,10,False,True
george h. w. bush,0,10,False,True
google checkout,0,10,False,True
history of the united states (2016–present),0,10,False,True
intel,0,10,False,True
investment company act of 1940,0,10,False,True
iraq war,0,10,False,True
jewish telegraphic agency,0,10,False,True
joe biden 2020 presidential campaign,0,10,False,True
kawasaki aerospace systems company,0,10,False,True
la auto show,0,10,False,True
libertarian national convention,0,10,False,True
list of flags of the united states,0,10,False,True
national space society,0,10,False,True
nikola tesla in popular culture,0,10,False,True
oracle fusion middleware,0,10,False,True
privately held company,0,10,False,True
redback networks,0,10,False,True
results of the 2024 republican party presidential primaries,0,10,False,True
rocket,0,10,False,True
ron paul 2008 presidential campaign,0,10,False,True
sam harris,0,10,False,True
skylon (spacecraft),0,10,False,True
sm-65f atlas,0,10,False,True
stock market,0,10,False,True
twenty-second air force,0,10,False,True
united states marine corps recruit training,0,10,False,True
united states militarism,0,10,False,True
united states military aircraft designation systems,0,10,False,True
united states pirate party,0,10,False,True
us orbital segment,0,10,False,True
wally funk,0,10,False,True
war bond,0,10,False,True
warner bros.,0,10,False,True
waterkloof house preparatory school,0,10,False,True
william randolph hearst,0,10,False,True
world bank group,0,10,False,True
world resources institute,0,10,False,True
107th united states congress,0,9,False,True
114th united states congress,0,9,False,True
1852 whig national convention,0,9,False,True
1872 prohibition national convention,0,9,False,True
1876 democratic national convention,0,9,False,True
1924 republican national convention,0,9,False,True
1948 united states presidential election,0,9,False,True
1992 democratic national convention,0,9,False,True
2000 united states house of representatives elections,0,9,False,True
2002 united states house of representatives elections,0,9,False,True
2003 united states house of representatives elections,0,9,False,True
2018 genesis prize,0,9,False,True
2020 democratic party presidential forums,0,9,False,True
2020 puerto rican general election,0,9,False,True
2020 united states presidential debates,0,9,False,True
2022 united states house of representatives election ratings,0,9,False,True
2024 republican national committee leadership elections,0,9,False,True
2024 united states presidential election,0,9,False,True
air base,0,9,False,True
al jazeera english,0,9,False,True
allison v-1710,0,9,False,True
amazon relational database service,0,9,False,True
barack obama,0,9,False,True
bell x-1,0,9,False,True
beto o'rourke 2020 presidential campaign,0,9,False,True
"bexar county, texas",0,9,False,True
björgólfur thor,0,9,False,True
bloomberg businessweek,0,9,False,True
bloomberg global business forum,0,9,False,True
blue ring,0,9,False,True
bubble act,0,9,False,True
c. farris bryant,0,9,False,True
calorimetric electron telescope,0,9,False,True
cannon house office building,0,9,False,True
clay shaw (politician),0,9,False,True
collier trophy,0,9,False,True
colonization of mars,0,9,False,True
compaq,0,9,False,True
d. e. shaw & co.,0,9,False,True
david maraniss,0,9,False,True
david wilhelm,0,9,False,True
dennis kucinich 2008 presidential campaign,0,9,False,True
digital media,0,9,False,True
dissolution of the soviet union,0,9,False,True
economic impact of the covid-19 pandemic in malaysia,0,9,False,True
energia (rocket),0,9,False,True
euronext amsterdam,0,9,False,True
federal government of the united states,0,9,False,True
feeding america,0,9,False,True
flash crash,0,9,False,True
g7,0,9,False,True
gary johnson 2012 presidential campaign,0,9,False,True
gatestone institute,0,9,False,True
gigafactory berlin-brandenburg,0,9,False,True
global financial crisis in 2009,0,9,False,True
global financial crisis in november 2008,0,9,False,True
great recession in south america,0,9,False,True
greenback party,0,9,False,True
harry v. jaffa,0,9,False,True
hearst communications,0,9,False,True
henry racamier,0,9,False,True
history of the united states congress,0,9,False,True
howard dean,0,9,False,True
investment banking,0,9,False,True
january 6 commission,0,9,False,True
kamala harris 2020 presidential campaign,0,9,False,True
maritime history of the united states (2000–present),0,9,False,True
michael dukakis 1988 presidential campaign,0,9,False,True
miguel nicolelis,0,9,False,True
mikhail gorbachev,0,9,False,True
muslims in the united states military,0,9,False,True
national september 11 memorial & museum,0,9,False,True
newspaper endorsements in the 2012 united states presidential election,0,9,False,True
north american free trade agreement,0,9,False,True
northrop grumman pegasus,0,9,False,True
"palo alto, california",0,9,False,True
presidency of john quincy adams,0,9,False,True
prohibition party,0,9,False,True
psa group,0,9,False,True
rayburn house office building,0,9,False,True
republican party (united states),0,9,False,True
results of the 2008 democratic party presidential primaries,0,9,False,True
results of the 2020 democratic party presidential primaries,0,9,False,True
rick santorum 2012 presidential campaign,0,9,False,True
salomon brothers,0,9,False,True
securities act of 1933,0,9,False,True
socialist party of america,0,9,False,True
stat (website),0,9,False,True
statue of thomas jefferson (david d'angers),0,9,False,True
supersport united f.c.,0,9,False,True
surrey satellite technology,0,9,False,True
tesla supercharger,0,9,False,True
thaddeus mccotter 2012 presidential campaign,0,9,False,True
the wall street journal,0,9,False,True
tom ognibene,0,9,False,True
twelfth air force,0,9,False,True
union army,0,9,False,True
united states air force enlisted rank insignia,0,9,False,True
united states bicentennial,0,9,False,True
united states capitol subway system,0,9,False,True
united states court of appeals for the fifth circuit,0,9,False,True
united states court of appeals for the first circuit,0,9,False,True
valley of the boom,0,9,False,True
vermont avenue,0,9,False,True
1846–47 united states house of representatives elections,0,8,False,True
1848 free soil & liberty national conventions,0,8,False,True
1852 united states presidential election,0,8,False,True
1874–75 united states house of representatives elections,0,8,False,True
1900 republican national convention,0,8,False,True
1912 democratic national convention,0,8,False,True
1924 workers national convention,0,8,False,True
1944 republican party presidential primaries,0,8,False,True
1976 republican party presidential primaries,0,8,False,True
1988 united states presidential election,0,8,False,True
2005 new york city mayoral election,0,8,False,True
2008 republican party presidential primaries,0,8,False,True
2010 united states census,0,8,False,True
2023 united states banking crisis,0,8,False,True
accenture,0,8,False,True
african americans in the united states congress,0,8,False,True
american exceptionalism,0,8,False,True
amy klobuchar 2020 presidential campaign,0,8,False,True
apollo lunar module,0,8,False,True
atomic energy commission,0,8,False,True
augustin mouchot,0,8,False,True
bloomberg terminal,0,8,False,True
breitbart news,0,8,False,True
british neoconservatism,0,8,False,True
bull moose party,0,8,False,True
candid (organization),0,8,False,True
civil rights act of 1964,0,8,False,True
company,0,8,False,True
constitution of the united states,0,8,False,True
corruption in the united states,0,8,False,True
dalal street,0,8,False,True
david churbuck,0,8,False,True
december,0,8,False,True
delta iii,0,8,False,True
division (military),0,8,False,True
dodd–frank act,0,8,False,True
douglas c-124 globemaster ii,0,8,False,True
driving in the united states,0,8,False,True
economic impact of the covid-19 pandemic in new zealand,0,8,False,True
european space agency,0,8,False,True
financial institution,0,8,False,True
financial reporting council,0,8,False,True
first presidential transition of donald trump,0,8,False,True
founding fathers of the united states,0,8,False,True
fred thompson 2008 presidential campaign,0,8,False,True
fundraising in the 2016 united states presidential election,0,8,False,True
gavin newsom,0,8,False,True
geography of the united states,0,8,False,True
george w. bush,0,8,False,True
giorgio armani,0,8,False,True
global positioning system,0,8,False,True
history of the united states constitution,0,8,False,True
holding company,0,8,False,True
hughes aircraft company,0,8,False,True
institute of technology,0,8,False,True
instrument landing system,0,8,False,True
internet in the united states,0,8,False,True
jd edwards,0,8,False,True
"jersey city, new jersey",0,8,False,True
john delaney 2020 presidential campaign,0,8,False,True
john f. kennedy,0,8,False,True
john law's company,0,8,False,True
