source,relation_type,target
ali,capable_of,box_very_well
ali,capable_of,bridge_communication_gap
ali,capable_of,burn_toast
ali,capable_of,care_to_go_first
ali,capable_of,cause_laughter
ali,capable_of,circle_around_block
ali,capable_of,count_money
ali,capable_of,coursing_through_course
ali,capable_of,deal_with_dog
ali,capable_of,delight_over_gift
ali,capable_of,double_furniture
ali,capable_of,end_arguement
ali,capable_of,explain_mathematics
ali,capable_of,feed_cat
ali,capable_of,field_question
ali,capable_of,fight_prejudice
ali,capable_of,fine_tennants
ali,capable_of,follow_ahmad
ali,capable_of,gain_more_money
ali,capable_of,gather_money
ali,capable_of,give_hand
ali,capable_of,honor_word_with_truth
ali,capable_of,increase_intelligence
ali,capable_of,journey_through_city
ali,capable_of,labor_till_dawn
ali,capable_of,mark_location
ali,capable_of,place_call
ali,capable_of,power_bicycle
ali,capable_of,pull_cart
ali,capable_of,push_himself_to_get_up
ali,capable_of,question_teacher
ali,capable_of,race_with_car
ali,capable_of,say_hi
ali,capable_of,sell_car
ali,capable_of,sell_products
ali,capable_of,separate_fact_from_fiction
ali,capable_of,set_example
ali,capable_of,slow_down
ali,capable_of,spread_margarine
ali,capable_of,stand_up_for_rights
ali,capable_of,succeed_in_real_estate
ali,capable_of,take_course
ali,capable_of,touch_within_reach
ali,capable_of,wear_shoes
ali,capable_of,weight_train
ali,capable_of,work_hard
alien,capable_of,look_scary
alienate,capable_of,mean_to_estrange_or_make_hostile
alive,capable_of,grow
all,capable_of,hope_for_better
all_animals,capable_of,move_parts_of_themselves
all_birds,capable_of,breathe
all_efforts,capable_of,amount_to_nothing
all_living_things,capable_of,die
all_living_things,capable_of,grow
all_mammals,capable_of,breathe
all_mammals_and_birds,capable_of,reason_analogically
all_mammals_and_birds,capable_of,reason_causally
all_people,capable_of,do_simple_things
all_people,capable_of,feel_sad
all_people,capable_of,hurt
all_reptiles,capable_of,breathe
all_sorts_of_things,capable_of,group_together
all_work,capable_of,amount_to_nothing
allergies,capable_of,produce_cold_like_symptons_or_hives
alleys,capable_of,dark_and_dangerous_places
almost,capable_of,become_president
almost,capable_of,happening_given_proper_circumstances
almost,capable_of,mail_letter_to_friend
almost,capable_of,master_native_tongue
almost_all_fish,capable_of,swim_faster_than_person
almost_all_people,capable_of,enjoy_art
almost_no_one,capable_of,train_cat
alphaland_and_betaslavia,capable_of,reach_peace
also_activities,capable_of,make_addictive
altruistic_person,capable_of,step_aside_for_greater_good
aluminum,capable_of,drop_forged
aluminum,capable_of,side_tacky_house
alzheimer_patients,capable_of,forget_even_simple_things
amanda,capable_of,start_business
amazon_dot_com,capable_of,ship_books_to_people_with_pcs
ambassador,capable_of,word_political_agreement
ambitious_king,capable_of,build_large_kingdom
ambitious_person,capable_of,get_ahead
ambulance,capable_of,drive_to_hospital
ambush,capable_of,surprise_enemy
american,capable_of,speak_english
american,capable_of,understand_english
american_restaurants,capable_of,give_free_refills_of_coffe
americans,capable_of,expect_freedoms
americans,capable_of,honor_flag
americans,capable_of,pay_taxes
americans,capable_of,voice_opinions
amish,capable_of,raise_barn
amish,capable_of,raise_barns
amish_people,capable_of,raise_barn
amish_woman,capable_of,drive_horse_and_buggy
ammonia,capable_of,clean_dirt_streaks_off_of_windows
amputated_limp,capable_of,continue_to_hurt
amputation,capable_of,happen_because_of_disease
amputation,capable_of,happen_because_of_traumatic_event
analemma,capable_of,track_position_of_sun
analyst,capable_of,study_whether_geography
analyst,capable_of,value_common_stock
anarchist,capable_of,agitate
anarchist,capable_of,carry_banner
ancient_religions,capable_of,involved_human_sacrifice
and,capable_of,part_company_right_now
and_alternatively_in_space,capable_of,fall_up
and_improperly_cooked_blowfish,capable_of,kill
and_judge,capable_of,overrrule_lawyer
and_on_other_hand,capable_of,live
and_posse,capable_of,roll_with_punches
and_spouse,capable_of,own_credit_card
andrew,capable_of,save_money_by_not_eating_desserts
android,capable_of,dream_of_electric_sheep
androids,capable_of,dream_of_electric_sheep
anesthetic,capable_of,eliminate_pain_sensations
angels,capable_of,fly_in_air
anger,capable_of,cause_people_to_commit_senseless_acts
anger,capable_of,cause_people_to_yell
anger,capable_of,divide_people
anger,capable_of,kill_relationship
anger,capable_of,produce_discontent
anger,capable_of,very_dangerous_emotion
angle_grinder,capable_of,cut_steel
angle_of_buttplate,capable_of,micro_adjusted_with_bottom_screw
angler,capable_of,fish_by_lake
angry_child,capable_of,call_another_child_bully
angry_dog,capable_of,kill_person
angry_people,capable_of,act_aggressive
angry_people,capable_of,cause_riots
angry_people,capable_of,fire_up
angry_people,capable_of,raise_voices
angry_people,capable_of,shout_and_pound_on_table
angry_people,capable_of,storm_from_room
angry_people,capable_of,storm_out
angry_person,capable_of,break_china_plate_to_bits
angry_person,capable_of,burn_with_rage
angry_person,capable_of,raise_hell
angry_person,capable_of,raise_voice
angry_person,capable_of,storm_away
angry_person,capable_of,storm_out_of_room
angry_person,capable_of,walk_away
animal,capable_of,die_in_laboratory
animal,capable_of,eating
animal,capable_of,feel_pain
animal,capable_of,fight_for_life
animal,capable_of,hear_other_voices
animal,capable_of,hear_own_voice
animal,capable_of,hunt_for_food
animal,capable_of,leave_home
animal,capable_of,live
animal,capable_of,live_long
animal,capable_of,move_itself_about
animal,capable_of,note_food
animal,capable_of,run_after_prey
animal,capable_of,scape_trap
animal,capable_of,sense_fear_in_human
animal,capable_of,sense_presence
animal,capable_of,step_into_trap
animal,capable_of,work_for_human_being
animal_actvist,capable_of,free_caged_animals
animal_camouflage,capable_of,fool_dangerous_enemies_or_prey
animal_species,capable_of,become_extinct
animals,capable_of,attack
animals,capable_of,bathe
animals,capable_of,bite
animals,capable_of,bleed_when_cut
animals,capable_of,carry_infections
animals,capable_of,copulate
animals,capable_of,defend_other_animals
animals,capable_of,die_of_cancer
animals,capable_of,die_only_once
animals,capable_of,dream_and_do_other_activities
animals,capable_of,drink
animals,capable_of,eat_spaghetti
animals,capable_of,feel_emotions
animals,capable_of,feel_pain
animals,capable_of,feel_pleasure
animals,capable_of,fight_each_other
animals,capable_of,fly
animals,capable_of,gain_wieght
animals,capable_of,gay
animals,capable_of,get_cold
animals,capable_of,get_disease
animals,capable_of,hunt_humans
animals,capable_of,keep_alive
acting_in_play,causes,applause
acting_in_play,causes,attention
acting_in_play,causes,audience_to_laugh
acting_in_play,causes,become_famous
acting_in_play,causes,becoming_professional_actor
acting_in_play,causes,being_on_stage
acting_in_play,causes,big_ego
acting_in_play,causes,breaking_leg
acting_in_play,causes,comraderie_with_other_actors
acting_in_play,causes,drama
acting_in_play,causes,dread_of_reviews
acting_in_play,causes,embarrasment
acting_in_play,causes,entertaining_others
acting_in_play,causes,fall
acting_in_play,causes,fame_and_wealth
acting_in_play,causes,fun
acting_in_play,causes,gaining_exposure
acting_in_play,causes,getting_famous
acting_in_play,causes,getting_noticed_by_agent
acting_in_play,causes,getting_paid
acting_in_play,causes,illogical
acting_in_play,causes,imitate_other_character
acting_in_play,causes,laughter
acting_in_play,causes,looking_foolish
acting_in_play,causes,might_get_applause
acting_in_play,causes,muscle
acting_in_play,causes,pride
acting_in_play,causes,receiving_roses
acting_in_play,causes,satisfactory
acting_in_play,causes,silliness
acting_in_play,causes,speaking_dialogue
acting_in_play,causes,stage_fright
acting_in_play,causes,sudden_reknown
acting_in_play,causes,win_leading_role
acute_episode_of_psychosis,causes,losing_touch_with_reality
adding_up_column_of_numbers,causes,adding_data
adding_up_column_of_numbers,causes,arriving_at_sum
adding_up_column_of_numbers,causes,bankruptcy
adding_up_column_of_numbers,causes,calculating_sum_of_numbers
adding_up_column_of_numbers,causes,called_sum
adding_up_column_of_numbers,causes,computing_sum
adding_up_column_of_numbers,causes,conclusion
adding_up_column_of_numbers,causes,earning_living
adding_up_column_of_numbers,causes,errors
adding_up_column_of_numbers,causes,eye_strain
adding_up_column_of_numbers,causes,find_sum
adding_up_column_of_numbers,causes,finding_solution
adding_up_column_of_numbers,causes,get_sum
adding_up_column_of_numbers,causes,getting_sum
adding_up_column_of_numbers,causes,getting_total
adding_up_column_of_numbers,causes,headaches
adding_up_column_of_numbers,causes,reaching_total
adding_up_column_of_numbers,causes,sum
adding_up_column_of_numbers,causes,sum_determined
adding_up_column_of_numbers,causes,sum_total
adding_up_column_of_numbers,causes,summary_of_information
adding_up_column_of_numbers,causes,testing_math_skills
adding_up_column_of_numbers,causes,total_of_accumalated_numbers
adding_up_numbers,causes,arrive_at_sum
adding_up_numbers,causes,brain_gets_tired
adding_up_numbers,causes,computing_total
adding_up_numbers,causes,concentration
adding_up_numbers,causes,confusion
adding_up_numbers,causes,evaluating_amounts
adding_up_numbers,causes,fear
adding_up_numbers,causes,find_sum
adding_up_numbers,causes,find_total
adding_up_numbers,causes,finding_sum
adding_up_numbers,causes,frustration_if_do_wrong
adding_up_numbers,causes,get_total
adding_up_numbers,causes,getting_proper_sum
adding_up_numbers,causes,getting_total
adding_up_numbers,causes,head_full_of_numbers
adding_up_numbers,causes,headache
adding_up_numbers,causes,headaches
adding_up_numbers,causes,making_mistake
adding_up_numbers,causes,mistakes
adding_up_numbers,causes,solving_problem
adding_up_numbers,causes,sum
adding_up_numbers,causes,total
adding_up_numbers,causes,totalling_sum
adding_up_numbers,causes,will_learn_sum
adultery,causes,rage
advancing_into_battle,causes,adrenaline_to_increase
advancing_into_battle,causes,attacking_enemy
advancing_into_battle,causes,battle_starts
advancing_into_battle,causes,death
advancing_into_battle,causes,die
advancing_into_battle,causes,dying
advancing_into_battle,causes,dying_slow_and_painful_death
advancing_into_battle,causes,excitement
advancing_into_battle,causes,extreem_pain
advancing_into_battle,causes,extreme_fear
advancing_into_battle,causes,fear
advancing_into_battle,causes,fear_and_excitement
advancing_into_battle,causes,fear_uncertainty_and_doubt
advancing_into_battle,causes,feeling_of_fear
advancing_into_battle,causes,fight
advancing_into_battle,causes,fighting
advancing_into_battle,causes,frontal_assault
advancing_into_battle,causes,get_shot_in_leg
advancing_into_battle,causes,getting_hurt
advancing_into_battle,causes,getting_killed
advancing_into_battle,causes,getting_wounded
advancing_into_battle,causes,heavy_losses
advancing_into_battle,causes,increase_of_fear
advancing_into_battle,causes,injuries
advancing_into_battle,causes,intense_interest
advancing_into_battle,causes,killing_people
advancing_into_battle,causes,men_get_killed
advancing_into_battle,causes,people_get_killed
advancing_into_battle,causes,people_might_die
advancing_into_battle,causes,people_to_fight
advancing_into_battle,causes,risking_life
advancing_into_battle,causes,risking_loss_of_life
advancing_into_battle,causes,serious_injury
advancing_into_battle,causes,shambles
advancing_into_battle,causes,soldiers_get_killed
advancing_into_battle,causes,war
affair,causes,divorce
affair,causes,scandal
affect,causes,feel
affix,causes,adhere
age,causes,senesce
ageing,causes,wrinkles
agreeing_with,causes,acceptance
agreeing_with,causes,accord
agreeing_with,causes,another_person_to_get_angry
agreeing_with,causes,band_together
agreeing_with,causes,boring_conversation
agreeing_with,causes,common_basis_for_action
agreeing_with,causes,compliance
agreeing_with,causes,conclusion_to_made
agreeing_with,causes,contract
agreeing_with,causes,defusing_of_argument
agreeing_with,causes,end_of_argument
agreeing_with,causes,friendship
agreeing_with,causes,happy
agreeing_with,causes,happyness
agreeing_with,causes,harmony
agreeing_with,causes,like
agreeing_with,causes,meeting_of_minds
agreeing_with,causes,nodding
agreeing_with,causes,peace
agreeing_with,causes,problem
agreeing_with,causes,rapport
agreeing_with,causes,reaching_concencus
agreeing_with,causes,reaching_concensus
agreeing_with,causes,smiles
agreeing_with,causes,subject_of_conversation_may_change
agreeing_with,causes,there_to_no_arguments
airplane_engine,causes,very_loud_noise
alarm,causes,danger
alcohol,causes,amnesia
alcohol,causes,do_stupid_things
alcohol,causes,drunkenness
alcohol,causes,hangover
alcoholism,causes,stigma
ambulance,causes,injury
analysing,causes,better_knowledge
analysing,causes,better_prediction_of_future_events
analysing,causes,better_understanding
analysing,causes,change
analysing,causes,confusions
analysing,causes,decide_to_get_drunk
analysing,causes,discovering_truth
analysing,causes,enlightened
analysing,causes,find_out_more_about
analysing,causes,friends_to_dislike
analysing,causes,greater_understanding
analysing,causes,headache
analysing,causes,insight
analysing,causes,knowing_all_about
analysing,causes,knowledge
analysing,causes,learn_more_about
analysing,causes,learning_about_structure
analysing,causes,learning_more_about
analysing,causes,miss_true_worth
analysing,causes,new_information_to_discovered
analysing,causes,new_insights
analysing,causes,new_knowledge
analysing,causes,see_things_in_different_way
analysing,causes,tension
analysing,causes,thinking
analysing,causes,thinking_about_details
analysing,causes,understand_better
analysing,causes,understanding
analysing,causes,understanding_structure
analysing,causes,will_understand_better
answered_prayer,causes,stronger_faith
answering_phone_call,causes,getting_wrong_number
answering_questions,causes,appear_smart
answering_questions,causes,asking_more_questions
answering_questions,causes,better_grade
answering_questions,causes,boredom
answering_questions,causes,children_will_learn
answering_questions,causes,confusion
answering_questions,causes,correct
answering_questions,causes,creative_insights
answering_questions,causes,discussion
answering_questions,causes,embarassment
answering_questions,causes,enlighting_others
answering_questions,causes,getting_anwsers
answering_questions,causes,getting_tired
answering_questions,causes,heart_searching
answering_questions,causes,information
answering_questions,causes,irritation
answering_questions,causes,making_mistake
answering_questions,causes,mind_boggling
answering_questions,causes,more_questions
answering_questions,causes,more_questions_to_come_to_mind
answering_questions,causes,panic
answering_questions,causes,people_to_ask_more_questions
answering_questions,causes,people_will_understand
answering_questions,causes,perplexed_feelings
answering_questions,causes,polite
answering_questions,causes,provide_listener_with_information
answering_questions,causes,questioner_to_ask_anot
answering_questions,causes,questioner_to_learn
answering_questions,causes,realizing_answers
answering_questions,causes,sadness
answering_questions,causes,satisfaction
answering_questions,causes,sharing_information
answering_questions,causes,teaching
answering_telephone,causes,having_long_boring_conversation
anxiety,causes,sleep_loss
applying_for_job,causes,anxiety
applying_for_job,causes,anxiety_and_fear
applying_for_job,causes,becoming_disappointed
applying_for_job,causes,becoming_employee
applying_for_job,causes,becoming_happy
applying_for_job,causes,being_employed
applying_for_job,causes,being_rejected
applying_for_job,causes,being_rejected_again
applying_for_job,causes,being_tested_for_drug_usage
applying_for_job,causes,both_anxiety_and_anticipation
applying_for_job,causes,broadening_options
applying_for_job,causes,dress_better_than_lusual
applying_for_job,causes,employment
applying_for_job,causes,excitment
applying_for_job,causes,frustration
applying_for_job,causes,get_job
applying_for_job,causes,getting_interview
applying_for_job,causes,getting_job
applying_for_job,causes,hope
applying_for_job,causes,income
applying_for_job,causes,increased_workload
applying_for_job,causes,interview
applying_for_job,causes,less_sleep
applying_for_job,causes,might_get_hired
applying_for_job,causes,not_getting_hired
applying_for_job,causes,offer
applying_for_job,causes,one_to_get_job
applying_for_job,causes,persperation
applying_for_job,causes,rejected
applying_for_job,causes,rejection
applying_for_job,causes,stress
applying_for_job,causes,work
applying_for_job,causes,working_hard
archaeology,causes,destroy_archaeological_record
argument,causes,violence
arousal,causes,ejaculation
arriving_late,causes,others_to_upset_with
arson,causes,sometimes_death
asking,causes,answering
asking_question,causes,getting_answer
asking_stupid_questions,causes,embarrassment
assault,causes,felony_conviction
assemble,causes,meet
attending_class,causes,better_understanding
attending_class,causes,boredom
attending_class,causes,falling_asleep
attending_class,causes,get_good_grades
attending_class,causes,getting_clever
attending_class,causes,getting_smarter
attending_class,causes,have_greater_knowledge
attending_class,causes,headaches
attending_class,causes,increased_discipline
attending_class,causes,inspiration
attending_class,causes,knowing_more
attending_class,causes,knowledge_increases
attending_class,causes,learn_new_things
attending_class,causes,learning
attending_class,causes,learning_new_subjects
attending_class,causes,more_people_in_room
attending_class,causes,needing_to_pay_attention
attending_class,causes,paritcipation
attending_class,causes,pass_exam
attending_class,causes,please_teacher
attending_class,causes,stress
attending_class,causes,taking_notes
attending_class,causes,tiredness
attending_class,causes,understanding
attending_classical_concert,causes,appreciation_of_beauty
attending_classical_concert,causes,awe
attending_classical_concert,causes,boredom
attending_classical_concert,causes,deep_appreciation_of_music
attending_classical_concert,causes,drowsiness
attending_classical_concert,causes,enjoyment
attending_classical_concert,causes,fall_asleep
attending_classical_concert,causes,falling_asleep
attending_classical_concert,causes,feeling_good
attending_classical_concert,causes,going_to_sleep
attending_classical_concert,causes,happiness
attending_classical_concert,causes,hearing_classical_music
attending_classical_concert,causes,hearing_music
attending_classical_concert,causes,listening_to_classical_music
attending_classical_concert,causes,listening_to_classical_muskic
attending_classical_concert,causes,might_enjoy_music
attending_classical_concert,causes,relaxation
attending_classical_concert,causes,sense_of_serenity
attending_classical_concert,causes,severe_boredom
attending_classical_concert,causes,sex_in_toilet
attending_classical_concert,causes,sleepiness
attending_classical_concert,causes,total_experience
attending_lecture,causes,boredom
attending_lecture,causes,change_opinion
attending_lecture,causes,drowsiness
attending_lecture,causes,extreme_boredom
attending_lecture,causes,fall_asleep
attending_lecture,causes,falling_asleep
attending_lecture,causes,gain_knowledge
attending_lecture,causes,gaining_knowledge
attending_lecture,causes,getting_bored
attending_lecture,causes,go_to_sleep
attending_lecture,causes,increaced_knowledge
attending_lecture,causes,inspiration
attending_lecture,causes,know_more_about_subject
attending_lecture,causes,learn
attending_lecture,causes,learning_about_topic
attending_lecture,causes,learning_subject_matter
attending_lecture,causes,listening_to_speaker
attending_lecture,causes,take_notes
attending_lecture,causes,wanting_to_fall_asleep
attending_lecture,causes,way_to_increase_knowledge
attending_lecture_dog,causes,left_alone
attending_meeting,causes,agenda_was_followed
attending_meeting,causes,being_briefed
attending_meeting,causes,being_laid_off
attending_meeting,causes,bigger_salary
attending_meeting,causes,boredom
attending_meeting,causes,communicating_with_other_people
attending_meeting,causes,extreme_agonizing_boredom
attending_meeting,causes,extreme_boredom
attending_meeting,causes,fall_asleep
attending_meeting,causes,get_job
attending_meeting,causes,getting_information
attending_meeting,causes,going_home_from_meeting
attending_meeting,causes,learning
attending_meeting,causes,learning_new
attending_meeting,causes,listening_and_conversing_with_others
attending_meeting,causes,named_on_committee
attending_meeting,causes,offer_opinion
attending_meeting,causes,recieving_tasks
attending_meeting,causes,result
attending_meeting,causes,sharing_ideas
attending_meeting,causes,sharing_information
attending_meeting,causes,sometimes_becoming_bored
attending_meeting,causes,speaking_too_much
attending_meeting,causes,stress_and_irritation
attending_meeting,causes,taking_notes
attending_meeting,causes,understanding
attending_meeting,causes,will_more_informed
attending_meeting,causes,work_out_details
attending_mit,causes,being_hosed_with_problem_sets
attending_rock_concert,causes,being_with_many_people
attending_rock_concert,causes,damaging_ears
attending_rock_concert,causes,dancing
attending_rock_concert,causes,deafness
attending_rock_concert,causes,ears_to_hurt
attending_rock_concert,causes,enjoying_yourself
attending_rock_concert,causes,euphoria
attending_rock_concert,causes,extreme_drunkeness
attending_rock_concert,causes,feel_like_dancing
attending_rock_concert,causes,feeling_high
attending_rock_concert,causes,feeling_tired_next_day
attending_rock_concert,causes,get_tinnitus
attending_rock_concert,causes,going_deaf
attending_rock_concert,causes,having_ears_damaged
attending_rock_concert,causes,having_fun
attending_rock_concert,causes,headaches
attending_rock_concert,causes,hearing_band
attending_rock_concert,causes,hearing_loss
attending_rock_concert,causes,hearing_loud_music
attending_rock_concert,causes,hearing_music_with_rocks_in
attending_rock_concert,causes,immense_joy
attending_rock_concert,causes,listening_to_music
attending_rock_concert,causes,losing_ones_hearing
attending_rock_concert,causes,loss_of_hearing
attending_rock_concert,causes,poor_hearing_next_day
attending_rock_concert,causes,reaching_enlightenment
attending_rock_concert,causes,ringing_ears
attending_rock_concert,causes,rock_and_roll
attending_rock_concert,causes,spending_money
attending_rock_concert,causes,temporarily_lose_hearing
attending_rock_concert,causes,urge_to_buy_cd
attending_school,causes,acquiring_knowledge_or_skills
attending_school,causes,boredom
attending_school,causes,catch_cold
attending_school,causes,colds_and_flu
attending_school,causes,detention
attending_school,causes,dropping_out
attending_school,causes,education
attending_school,causes,employability
attending_school,causes,get_smart
attending_school,causes,get_student_loans
attending_school,causes,getting_diploma
attending_school,causes,graduate
attending_school,causes,having_opportunities_to_learn
attending_school,causes,inspiration
attending_school,causes,learning
attending_school,causes,learning_how_to_insult_teacher
attending_school,causes,learning_to_take_place
attending_school,causes,meet_new_friends
attending_school,causes,might_get_education
attending_school,causes,much_work
attending_school,causes,perfect_attendance_record
attending_school,causes,receiving_homework_assignment
attending_school,causes,shooting_rampages_and_mass_murders
attending_school,causes,start_using_drugs
attending_school,causes,stupidity
attending_school,causes,taking_tests
attending_school,causes,would_in_class
avalanche,causes,crushing_village
awaking,causes,alertness
awaking,causes,annoyance
awaking,causes,becoming_alert
awaking,causes,bit_of_confusion
awaking,causes,depression
awaking,causes,discomfort
awaking,causes,eating_breakfast_and_drinking_coffee
awaking,causes,ensomia
awaking,causes,eyes_open
awaking,causes,eyes_opening
awaking,causes,eyes_to_open
awaking,causes,get_up
awaking,causes,getting_out_of_bed
awaking,causes,have_hangover
awaking,causes,headache
awaking,causes,heart_beats_fast
awaking,causes,irritability
awaking,causes,morning_breath
awaking,causes,need_for_coffee
awaking,causes,noticing_surroundings
awaking,causes,opening_both_eyes
awaking,causes,realization_need_coffee
awaking,causes,shock
awaking,causes,stopping_sleeping
awaking,causes,tiredness
awaking,causes,yawning
bacteria,causes,infection_in_cut
bacteria,causes,stink
bacteria_in_mouth,causes,bad_breath
bacterial_infection,causes,fever
bad_luck,causes,catastrophy
bad_weather,causes,power_outages
bag,causes,travel
baking,causes,burning_cake
baking_cake,causes,cake
baking_cake,causes,cake_being_eaten
baking_cake,causes,delicious_aroma
baking_cake,causes,distaste_for_cake
baking_cake,causes,family_happy
baking_cake,causes,fire
baking_cake,causes,frosting
baking_cake,causes,getting_visitors
baking_cake,causes,happiness
baking_cake,causes,having_messy_kitchen
baking_cake,causes,having_slice_myself
baking_cake,causes,make_frosting
baking_cake,causes,making_dessert
baking_cake,causes,making_happy_on_birthday
baking_cake,causes,making_kitchen_smell_wonderful
baking_cake,causes,making_mess
baking_cake,causes,nice_smell
baking_cake,causes,overeating
baking_cake,causes,pleasant_aroma
baking_cake,causes,putting_icing_on_top
baking_cake,causes,rise
baking_cake,causes,smelling_burnt
baking_cake,causes,smoke_alarm_to_sound
baking_cake,causes,use_eggs
baking_cake,causes,wonderful_smell
baking_cake,causes,wonderful_smells_to_fill_room
baking_turkey,causes,thanksgiving
bathing,causes,become_clean
bathing,causes,becoming_clean
bathing,causes,being_clean
bathing,causes,being_cleaner
bathing,causes,clean
bathing,causes,clean_baby
bathing,causes,clean_skin
bathing,causes,cleaning_body
bathing,causes,cleanliness
bathing,causes,cleansing_and_relaxation
bathing,causes,dirt_removed_from_pores
bathing,causes,dirt_will_go_away
bathing,causes,dry_skin
bathing,causes,getting_clean
bathing,causes,getting_cleaner
bathing,causes,getting_dog_clean
bathing,causes,getting_fresh
bathing,causes,getting_wet
bathing,causes,hygeine_will_improve
bathing,causes,making_yourself_clean
bathing,causes,nudity
bathing,causes,ring_around_tub
bathing,causes,skin_to_have_less_oil
bathing,causes,skin_to_wrinkle_up_temporarily
bathing,causes,smell_less
bathing,causes,smell_sweeter
bathing,causes,tension_to_ease
bathing,causes,use_soap
bathing,causes,wet_skin
bear_attack,causes,death
becoming_inebriated,causes,accidentally_set_yourself_afire
becoming_inebriated,causes,arrest
becoming_inebriated,causes,automobile_accidents
becoming_inebriated,causes,becoming_nauseated
becoming_inebriated,causes,crashing_car
becoming_inebriated,causes,death_and_destruction
becoming_inebriated,causes,drink_all_booze
becoming_inebriated,causes,drunk_driving
becoming_inebriated,causes,drunkenness
becoming_inebriated,causes,exciting_and_dangerous
becoming_inebriated,causes,fall_down
becoming_inebriated,causes,fall_down_and_go_boom
becoming_inebriated,causes,fights
becoming_inebriated,causes,having_hangover_next_morning
becoming_inebriated,causes,jail_time
becoming_inebriated,causes,loose_control_of_actions
becoming_inebriated,causes,lose_thinking_ability
becoming_inebriated,causes,losing_control_of_inhibitions
becoming_inebriated,causes,losing_respect_of_other_people
becoming_inebriated,causes,losing_soul
becoming_inebriated,causes,loss_of_awareness
becoming_inebriated,causes,loss_of_balance
becoming_inebriated,causes,loss_of_coherent_judgement
becoming_inebriated,causes,loss_of_good_judgement
becoming_inebriated,causes,paralysis
becoming_inebriated,causes,partial_loss_of_control
becoming_inebriated,causes,pass_out
becoming_inebriated,causes,poor_co_ordination
becoming_inebriated,causes,puke_in_hair
becoming_inebriated,causes,reduced_response_time
becoming_inebriated,causes,regret
becoming_inebriated,causes,sexual_inhabition
becoming_inebriated,causes,staggering
becoming_inebriated,causes,talking_nonsense
becoming_inebriated,causes,using_poor_judgement
becoming_more_clean,causes,being_happier
becoming_more_clean,causes,being_healthier
becoming_more_clean,causes,being_more_comfortable
becoming_more_clean,causes,dirt_to_go_away
becoming_more_clean,causes,dirt_to_gone
abdomen,has_a,organs
about_60_of_people_with_aids,has_a,signs_of_dementia
absolut_vodka,has_a,distinctive_bottle
accordian,has_a,shoulder_straps
accordian,has_a,straps
according_to_law,has_a,register_gun
accordion,has_a,keyboard
accordion,has_a,keyboard_like_piano
account,has_a,dollars
account_book,has_a,many_numbers
account_book,has_a,record_of_transactions
aches,has_a,different_intensities
acids,has_a,low_ph
acorn,has_a,seeds
acoustic_ceiling,has_a,rough_surface
acoustic_guitar,has_a,strings
acow,has_a,four_stomachs
action_to,has_a,purpose
actions,has_a,consequences
actors,has_a,big_egos_need
actors,has_a,dressers_who_help_change
adding_machine,has_a,roll_of_paper_tape
address_label,has_a,address_printed_on
adult_one_who,has_a,achieved_maturity_of_age
adult_people,has_a,sex_together
adults,has_a,larger_hands_than_children
adults,has_a,no_teeth
adults,has_a,one_boat_and_32_teeth
adults,has_a,poor_literacy
adults,has_a,poor_numeracy
adults,has_a,reached_legal_age
aeroplanes,has_a,seats
affective_love,has_a,warmth_and_tenderness
afghanistan,has_a,long_been_country_in_turmoil
africa,has_a,interesting_wildlife_like_warthog
africa,has_a,large_animals
africa,has_a,large_variety_of_animals
africa,has_a,many_facinating_animals
africa,has_a,many_third_world_countrys
africa,has_a,many_types_of_animals
africa,has_a,wild_animals
africans,has_a,dark_hair
after,has_a,mowed_lawn_trim_trees
after_dead,has_a,no_worries
after_driving,has_a,park_car
after_learning_language,has_a,lost_ignorance
after_pencil,has_a,been_sharpened_pencil_shorter
after_playing_game_players,has_a,take_showers
after_using_toilet,has_a,wash_hands
aging,has_a,effect_of_reducing_memory_function
aging,has_a,effect_of_wrinkling_skin
aids,has_a,many_complex_symptoms
air,has_a,oxygen
air,has_a,oxygen_nitrogen_and_carbon_dioxide
air,has_a,pressure
air_flowing_over_skin,has_a,cooling_effect
air_in_itself,has_a,no_color
airbag_technology,has_a,improved
airforce,has_a,airmen
airline_seat,has_a,designation
airline_seat,has_a,tray_table
airlines,has_a,baggage_weight_limits
airplane,has_a,emergency_brakes
airplane,has_a,propellers
airplane,has_a,wheels
airplane_can_fly_if,has_a,fuel
airplanes,has_a,disapeared_in_bermuda_triangle
airplanes,has_a,two_wings
airplanes,has_a,wings
airports,has_a,lot_of_parking_lots
airports,has_a,passenger_terminals
airports,has_a,runways
airports,has_a,windows
aisle,has_a,two_borders
al_qaeda,has_a,world_wide_operational_reach
al_saud_family,has_a,historic_ties_to_wahhabis
alabama,has_a,beaches
alarm_clocks,has_a,bells
alaska,has_a,longest_shoreline_of_state
albatrosses,has_a,narrow_wings
album,has_a,songs
alcohol,has_a,effect_of_intoxicating
alexa,has_a,kids
all_adults,has_a,no_milk_teeth
all_animals,has_a,bodies
all_animals,has_a,digestive_system
all_animals,has_a,skin_muscles_bones_and_organs
all_animals,has_a,tummies
all_animals_with_ears,has_a,two_ears
all_arachnids,has_a,eight_legs_and_arthropods
all_athletes,has_a,good_physical_strength
all_australian_prime_ministers,has_a,been_men
all_babies,has_a,mother_and_father
all_birds,has_a,feathers_and_lay_eggs
all_books,has_a,pages
all_buildings,has_a,entranceway
all_buildings,has_a,interior_area
all_cars,has_a,engine
all_cars,has_a,license_plates
