overlay_type,subject,predicate,object,definition,source_page,evidence_text,evidence_span,stability,risk,trust,candidate_source,extraction_pattern,confidence_label
overlay_relation,"OpenAI employees, and investors, whereas OpenAI Global, LLC,",owned_by,Microsoft,,OpenAI,"OpenAI formed three subsidiaries: the holding company OpenAI LP, the holding company OpenAI GP LLC, and the capped for-profit company OpenAI Global, LLC. The holding company OpenAI LP was owned by the nonprofit OpenAI, Inc., OpenAI employees, and investors, whereas OpenAI Global, LLC, was owned by OpenAI LP and Microsoft, the latter of which had a minority non-voting stake.","OpenAI formed three subsidiaries: the holding company OpenAI LP, the holding company OpenAI GP LLC, and the capped for-profit company OpenAI Global, LLC. The holding company OpenAI LP was owned by the nonprofit OpenAI, Inc., OpenAI employees, and investors, whereas OpenAI Global, LLC, was owned by OpenAI LP and Microsoft, the latter of which had a minority non-voting stake.",semi_stable,medium,overlay_candidate,pump_extraction_yield_v2,owned_by_v2,pattern_explicit
overlay_relation,OpenAI,located_in,OpenAI LP,,OpenAI,"A majority of OpenAI, Inc.'s board was barred from having financial stakes in OpenAI LP.","A majority of OpenAI, Inc.'s board was barred from having financial stakes in OpenAI LP.",semi_stable,low,overlay_candidate,pump_extraction_yield_v2,located_in_v2,pattern_explicit
overlay_definition,Oracle Corporation,is_a,,American multinational technology company,Oracle Corporation,"Oracle Corporation is an American multinational technology company headquartered in Austin, Texas.","Oracle Corporation is an American multinational technology company headquartered in Austin, Texas.",stable,low,overlay_candidate,pump_extraction_yield_v2,lead_definition_v2,pattern_explicit
overlay_relation,Corporation is an American multinational technology company,headquartered_in,Austin,,Oracle Corporation,"Oracle Corporation is an American multinational technology company headquartered in Austin, Texas.","Oracle Corporation is an American multinational technology company headquartered in Austin, Texas.",semi_stable,low,overlay_candidate,pump_extraction_yield_v2,headquartered_in_v2,pattern_explicit
overlay_relation,Oracle Corporation,located_in,"Austin, Texas",,Oracle Corporation,"Oracle Corporation is an American multinational technology company headquartered in Austin, Texas.","Oracle Corporation is an American multinational technology company headquartered in Austin, Texas.",semi_stable,low,overlay_candidate,pump_extraction_yield_v2,located_in_v2,pattern_explicit
overlay_relation,For suborbital flight the SpaceShipTwo,uses,"for liftoff a carrier plane, its mothership the Scaled Composites White Knight Two",,Reusable launch system,"For suborbital flight the SpaceShipTwo uses for liftoff a carrier plane, its mothership the Scaled Composites White Knight Two.","For suborbital flight the SpaceShipTwo uses for liftoff a carrier plane, its mothership the Scaled Composites White Knight Two.",semi_stable,low,overlay_candidate,pump_extraction_yield_v2,uses_v2,pattern_explicit
overlay_relation,Rocket,uses,date back,,Rocket,Rockets for military and recreational uses date back to at least 13th-century China.,Rockets for military and recreational uses date back to at least 13th-century China.,semi_stable,low,overlay_candidate,pump_extraction_yield_v2,uses_v2,pattern_explicit
overlay_relation,Satellite constellation,provides,permanent coverage over a large area,,Satellite constellation,"This contrasts with geostationary satellites, where a single satellite, at a much higher altitude and moving at the same angular velocity as the rotation of the Earth's surface, provides permanent coverage over a large area.","This contrasts with geostationary satellites, where a single satellite, at a much higher altitude and moving at the same angular velocity as the rotation of the Earth's surface, provides permanent coverage over a large area.",semi_stable,low,overlay_candidate,pump_extraction_yield_v2,provides_v2,pattern_explicit
overlay_relation,Walker Delta is,alias,Ballard rosette,,Satellite constellation,"The Walker Delta is also known as the Ballard rosette, after A.","The Walker Delta is also known as the Ballard rosette, after A.",semi_stable,low,overlay_candidate,pump_extraction_yield_v2,alias_v2,pattern_explicit
overlay_relation,Walker Delta is,alias,after A,,Satellite constellation,"The Walker Delta is also known as the Ballard rosette, after A.","The Walker Delta is also known as the Ballard rosette, after A.",semi_stable,low,overlay_candidate,pump_extraction_yield_v2,alias_v2,pattern_explicit
overlay_relation,Walker,uses,"similar notation for stars and deltas,",,Satellite constellation,"Walker uses similar notation for stars and deltas, which can be confusing.","Walker uses similar notation for stars and deltas, which can be confusing.",semi_stable,low,overlay_candidate,pump_extraction_yield_v2,uses_v2,pattern_explicit
overlay_relation,Technical analysis,uses,most of the anomalies,,Stock price,Technical analysis uses most of the anomalies to extract information on future price movements from historical data.,Technical analysis uses most of the anomalies to extract information on future price movements from historical data.,semi_stable,low,overlay_candidate,pump_extraction_yield_v2,uses_v2,pattern_explicit
overlay_definition,SolarCity Corporation,is_a,,publicly traded company,SolarCity,"SolarCity Corporation was a publicly traded company headquartered in Fremont, California that sold and installed solar energy generation systems as well as other related products and services to residential, commercial, and industrial customers.","SolarCity Corporation was a publicly traded company headquartered in Fremont, California that sold and installed solar energy generation systems as well as other related products and services to residential, commercial, and industrial customers.",stable,low,overlay_candidate,pump_extraction_yield_v2,lead_definition_v2,pattern_explicit
overlay_relation,SolarCity Corporation was a publicly traded company,headquartered_in,Fremont,,SolarCity,"SolarCity Corporation was a publicly traded company headquartered in Fremont, California that sold and installed solar energy generation systems as well as other related products and services to residential, commercial, and industrial customers.","SolarCity Corporation was a publicly traded company headquartered in Fremont, California that sold and installed solar energy generation systems as well as other related products and services to residential, commercial, and industrial customers.",semi_stable,low,overlay_candidate,pump_extraction_yield_v2,headquartered_in_v2,pattern_explicit
overlay_definition,Solar power,is_a,,conversion of energy from sunlight into electricity,Solar power,"Solar power, also known as solar electricity, is the conversion of energy from sunlight into electricity, either directly using photovoltaics (PV) or indirectly using concentrated solar power.","Solar power, also known as solar electricity, is the conversion of energy from sunlight into electricity, either directly using photovoltaics (PV) or indirectly using concentrated solar power.",stable,low,overlay_candidate,pump_extraction_yield_v2,lead_definition_v2,pattern_explicit
overlay_relation,Solar power,uses,the resulting heat,,Solar power,"Concentrated solar power (CSP), also called ""concentrated solar thermal"", uses lenses or mirrors and tracking systems to concentrate sunlight, then uses the resulting heat to generate electricity from conventional steam-driven turbines.","Concentrated solar power (CSP), also called ""concentrated solar thermal"", uses lenses or mirrors and tracking systems to concentrate sunlight, then uses the resulting heat to generate electricity from conventional steam-driven turbines.",semi_stable,low,overlay_candidate,pump_extraction_yield_v2,uses_v2,pattern_explicit
overlay_relation,SpaceX,located_in,"Starbase, Texas",,SpaceX,"Space Exploration Technologies Corporation, doing business as SpaceX, is an American public spaceflight, telecommunications, and artificial intelligence company headquartered at the Starbase development site in Starbase, Texas.","Space Exploration Technologies Corporation, doing business as SpaceX, is an American public spaceflight, telecommunications, and artificial intelligence company headquartered at the Starbase development site in Starbase, Texas.",semi_stable,low,overlay_candidate,pump_extraction_yield_v2,located_in_v2,pattern_explicit
overlay_relation,SpaceX,founded_by,Elon Musk,,SpaceX,SpaceX was founded by Elon Musk in 2002 with the goal of reducing the cost of spaceflight and enabling the establishment of a self-sustaining colony on Mars.,SpaceX was founded by Elon Musk in 2002 with the goal of reducing the cost of spaceflight and enabling the establishment of a self-sustaining colony on Mars.,semi_stable,medium,overlay_candidate,pump_extraction_yield_v2,founded_by_v2,pattern_explicit
overlay_relation,SpaceX,located_in,"El Segundo, California",,SpaceX,"SpaceX was first headquartered in a warehouse in El Segundo, California.","SpaceX was first headquartered in a warehouse in El Segundo, California.",semi_stable,low,overlay_candidate,pump_extraction_yield_v2,located_in_v2,pattern_explicit
overlay_definition,Dragon 2,is_a,,class of partially reusable spacecraft,Dragon 2,"Dragon 2 is a class of partially reusable spacecraft developed, manufactured, and operated by the American space company SpaceX for flights to the International Space Station (ISS) and private spaceflight missions.","Dragon 2 is a class of partially reusable spacecraft developed, manufactured, and operated by the American space company SpaceX for flights to the International Space Station (ISS) and private spaceflight missions.",stable,low,overlay_candidate,pump_extraction_yield_v2,lead_definition_v2,pattern_explicit
overlay_relation,Each crew member wears a custom-fitted space suit,provides,cooling inside the Dragon (IVA type suit) but can also protect its wearer in a rapid cabin depressurization,,Dragon 2,Each crew member wears a custom-fitted space suit that provides cooling inside the Dragon (IVA type suit) but can also protect its wearer in a rapid cabin depressurization.,Each crew member wears a custom-fitted space suit that provides cooling inside the Dragon (IVA type suit) but can also protect its wearer in a rapid cabin depressurization.,semi_stable,low,overlay_candidate,pump_extraction_yield_v2,provides_v2,pattern_explicit
overlay_relation,SpaceX's super-heavy-lift rocket Starship,uses,Raptor engines in its Super Heavy booster and in the Starship second stage,,Raptor rocket engine,SpaceX's super-heavy-lift rocket Starship uses Raptor engines in its Super Heavy booster and in the Starship second stage.,SpaceX's super-heavy-lift rocket Starship uses Raptor engines in its Super Heavy booster and in the Starship second stage.,semi_stable,low,overlay_candidate,pump_extraction_yield_v2,uses_v2,pattern_explicit
overlay_relation,Raptor 2,uses,coaxial swirl injectors,,Raptor rocket engine,"Raptor 2 uses coaxial swirl injectors to admit propellants to the combustion chamber, rather than Merlin's pintle injectors.","Raptor 2 uses coaxial swirl injectors to admit propellants to the combustion chamber, rather than Merlin's pintle injectors.",semi_stable,low,overlay_candidate,pump_extraction_yield_v2,uses_v2,pattern_explicit
overlay_relation,SpaceX Starship,introduced,2018,,SpaceX Starship,Starship's current design and name were introduced in 2018.,Starship's current design and name were introduced in 2018.,stable,low,overlay_candidate,pump_extraction_yield_v2,introduced_v2,pattern_explicit
overlay_relation,SpaceX's Starship rocket,uses,liquid oxygen methane as fuel,,Space industry,SpaceX's Starship rocket uses liquid oxygen methane as fuel.,SpaceX's Starship rocket uses liquid oxygen methane as fuel.,semi_stable,low,overlay_candidate,pump_extraction_yield_v2,uses_v2,pattern_explicit
overlay_relation,Christa McAuliffe,located_in,Space program,,Space tourism,"Christa McAuliffe was chosen as the first Teacher in Space in July 1985 from 11,400 applicants. 1,700 applied for the Journalist in Space program.","Christa McAuliffe was chosen as the first Teacher in Space in July 1985 from 11,400 applicants. 1,700 applied for the Journalist in Space program.",semi_stable,low,overlay_candidate,pump_extraction_yield_v2,located_in_v2,pattern_explicit
overlay_relation,Spacecraft,used_for,a variety of purposes,,Spacecraft,"Spacecraft are used for a variety of purposes, including communications, Earth observation, meteorology, navigation, space colonization, planetary exploration, and transportation of humans and cargo.","Spacecraft are used for a variety of purposes, including communications, Earth observation, meteorology, navigation, space colonization, planetary exploration, and transportation of humans and cargo.",semi_stable,low,overlay_candidate,pump_extraction_yield_v2,used_for_v2,pattern_explicit
overlay_definition,Starlink,is_a,,satellite internet constellation subsidiary of the American space company SpaceX,Starlink,"Starlink is a satellite internet constellation subsidiary of the American space company SpaceX, providing broadband Internet service in approximately 160 countries and territories.","Starlink is a satellite internet constellation subsidiary of the American space company SpaceX, providing broadband Internet service in approximately 160 countries and territories.",stable,low,overlay_candidate,pump_extraction_yield_v2,lead_definition_v2,pattern_explicit
overlay_relation,Starlink also,provides,in-flight internet access for numerous airlines,,Starlink,Starlink also provides in-flight internet access for numerous airlines.,Starlink also provides in-flight internet access for numerous airlines.,semi_stable,low,overlay_candidate,pump_extraction_yield_v2,provides_v2,pattern_explicit
overlay_relation,Starlink,located_in,"Redmond, Washington",,Starlink,"Design phase (2015–2016) Starlink was publicly announced in January 2015 with the opening of the SpaceX satellite development facility in Redmond, Washington.","Design phase (2015–2016) Starlink was publicly announced in January 2015 with the opening of the SpaceX satellite development facility in Redmond, Washington.",semi_stable,low,overlay_candidate,pump_extraction_yield_v2,located_in_v2,pattern_explicit
overlay_relation,Joseph de la Vega,alias,Joseph Penso de la Vega,,Stock exchange,"Joseph de la Vega, also known as Joseph Penso de la Vega and by other variations of his name, was an Amsterdam trader from a Spanish Jewish family and a prolific writer as well as a successful businessman in 17th-century Amsterdam.","Joseph de la Vega, also known as Joseph Penso de la Vega and by other variations of his name, was an Amsterdam trader from a Spanish Jewish family and a prolific writer as well as a successful businessman in 17th-century Amsterdam.",semi_stable,low,overlay_candidate,pump_extraction_yield_v2,alias_v2,pattern_explicit
overlay_relation,Supercharger,uses,an electric motor as its power source instead of a belt drive,,Supercharger,"A variant of the supercharger is the electric supercharger or e-supercharger, which uses an electric motor as its power source instead of a belt drive.","A variant of the supercharger is the electric supercharger or e-supercharger, which uses an electric motor as its power source instead of a belt drive.",semi_stable,low,overlay_candidate,pump_extraction_yield_v2,uses_v2,pattern_explicit
overlay_definition,Tesla Model 3,is_a,,battery electric powered mid-size sedan,Tesla Model 3,"The Tesla Model 3 is a battery electric powered mid-size sedan with a fastback body style built by Tesla, Inc., introduced in 2017.","The Tesla Model 3 is a battery electric powered mid-size sedan with a fastback body style built by Tesla, Inc., introduced in 2017.",stable,low,overlay_candidate,pump_extraction_yield_v2,lead_definition_v2,pattern_explicit
overlay_relation,Tesla Model 3,introduced,2017,,Tesla Model 3,"The Tesla Model 3 is a battery electric powered mid-size sedan with a fastback body style built by Tesla, Inc., introduced in 2017.","The Tesla Model 3 is a battery electric powered mid-size sedan with a fastback body style built by Tesla, Inc., introduced in 2017.",stable,low,overlay_candidate,pump_extraction_yield_v2,introduced_v2,pattern_explicit
overlay_relation,SUV,introduced,2015,,Tesla Model S,"Constructed mostly of aluminum, the Model S shares 30 percent of its components with the Model X—a crossover SUV that was introduced in 2015.","Constructed mostly of aluminum, the Model S shares 30 percent of its components with the Model X—a crossover SUV that was introduced in 2015.",stable,low,overlay_candidate,pump_extraction_yield_v2,introduced_v2,pattern_explicit
overlay_relation,Tesla Model X,uses,distinctive falcon wing doors for rear passenger access,,Tesla Model X,"Developed from the full-sized sedan platform of the Tesla Model S, the vehicle uses distinctive falcon wing doors for rear passenger access.","Developed from the full-sized sedan platform of the Tesla Model S, the vehicle uses distinctive falcon wing doors for rear passenger access.",semi_stable,low,overlay_candidate,pump_extraction_yield_v2,uses_v2,pattern_explicit
overlay_definition,Tesla Model Y,is_a,,battery electric compact crossover SUV produced by Tesla,Tesla Model Y,"The Tesla Model Y is a battery electric compact crossover SUV produced by Tesla, Inc. since 2020.","The Tesla Model Y is a battery electric compact crossover SUV produced by Tesla, Inc. since 2020.",stable,low,overlay_candidate,pump_extraction_yield_v2,lead_definition_v2,pattern_explicit
overlay_relation,Tesla Model Y,located_in,June,,Tesla Model Y,"In 2017, a Model Y silhouette was teased to Tesla shareholders at the annual general meeting in June.","In 2017, a Model Y silhouette was teased to Tesla shareholders at the annual general meeting in June.",semi_stable,low,overlay_candidate,pump_extraction_yield_v2,located_in_v2,pattern_explicit
overlay_definition,United States Securities and Exchange Commission,is_a,,independent agency of the United States federal government,U.S. Securities and Exchange Commission,"The United States Securities and Exchange Commission (SEC) is an independent agency of the United States federal government, created in the aftermath of the Wall Street crash of 1929.","The United States Securities and Exchange Commission (SEC) is an independent agency of the United States federal government, created in the aftermath of the Wall Street crash of 1929.",stable,low,overlay_candidate,pump_extraction_yield_v2,lead_definition_v2,pattern_explicit
overlay_relation,Vandenberg Space Force Base,located_in,"Santa Barbara County, California",,Vandenberg Space Force Base,"Vandenberg Space Force Base (IATA: VBG, ICAO: KVBG, FAA LID: VBG), previously Vandenberg Air Force Base, is a United States Space Force Base in Santa Barbara County, California.","Vandenberg Space Force Base (IATA: VBG, ICAO: KVBG, FAA LID: VBG), previously Vandenberg Air Force Base, is a United States Space Force Base in Santa Barbara County, California.",semi_stable,low,overlay_candidate,pump_extraction_yield_v2,located_in_v2,pattern_explicit
overlay_relation,"American microblogging and social networking service,",headquartered_in,Bastrop,,Twitter,"X, formerly known as Twitter, is an American microblogging and social networking service, headquartered in Bastrop, Texas.","X, formerly known as Twitter, is an American microblogging and social networking service, headquartered in Bastrop, Texas.",semi_stable,low,overlay_candidate,pump_extraction_yield_v2,headquartered_in_v2,pattern_explicit
overlay_relation,Twitter,alias,Twitter,,Twitter,"X, formerly known as Twitter, is an American microblogging and social networking service, headquartered in Bastrop, Texas.","X, formerly known as Twitter, is an American microblogging and social networking service, headquartered in Bastrop, Texas.",semi_stable,low,overlay_candidate,pump_extraction_yield_v2,alias_v2,pattern_explicit
overlay_relation,Twitter,located_in,"Bastrop, Texas",,Twitter,"X, formerly known as Twitter, is an American microblogging and social networking service, headquartered in Bastrop, Texas.","X, formerly known as Twitter, is an American microblogging and social networking service, headquartered in Bastrop, Texas.",semi_stable,low,overlay_candidate,pump_extraction_yield_v2,located_in_v2,pattern_explicit
overlay_relation,Twitter,located_in,"San Francisco, California",,Twitter,"Twitter, Inc., was based in San Francisco, California, and had more than 25 offices around the world.","Twitter, Inc., was based in San Francisco, California, and had more than 25 offices around the world.",semi_stable,low,overlay_candidate,pump_extraction_yield_v2,located_in_v2,pattern_explicit
overlay_relation,Odeo from the investors and shareholders,owned_by,Odeo formed Obvious Corporation,,Twitter,"In October 2006, Biz Stone, Evan Williams, Dorsey, and other members of Odeo formed Obvious Corporation and acquired Odeo from the investors and shareholders.","In October 2006, Biz Stone, Evan Williams, Dorsey, and other members of Odeo formed Obvious Corporation and acquired Odeo from the investors and shareholders.",semi_stable,medium,overlay_candidate,pump_extraction_yield_v2,acquired_active_v2,pattern_explicit
overlay_definition,X Corp.,is_a,,American technology company,X Corp.,"X Corp. is an American technology company headquartered in Bastrop, Texas.","X Corp. is an American technology company headquartered in Bastrop, Texas.",stable,low,overlay_candidate,pump_extraction_yield_v2,lead_definition_v2,pattern_explicit
overlay_relation,X Corp. is an American technology company,headquartered_in,Bastrop,,X Corp.,"X Corp. is an American technology company headquartered in Bastrop, Texas.","X Corp. is an American technology company headquartered in Bastrop, Texas.",semi_stable,low,overlay_candidate,pump_extraction_yield_v2,headquartered_in_v2,pattern_explicit
overlay_relation,X Corp.,located_in,"Bastrop, Texas",,X Corp.,"X Corp. is an American technology company headquartered in Bastrop, Texas.","X Corp. is an American technology company headquartered in Bastrop, Texas.",semi_stable,low,overlay_candidate,pump_extraction_yield_v2,located_in_v2,pattern_explicit
