id,prompt,ambiguous_term,expected_sense,difficulty_type,notes,continuation,selected_sense,confidence,decision,reasons,memory_hits
v1-040,The crowd knew the rock would get louder after,rock,music,weak_cue,Crowd and loudness imply music but only weakly,The crowd knew the rock would get louder after the band started playing,music,0.6667,continue,top_sense=music | top_score=2 | second_score=0 | margin=2 | score_and_margin_above_thresholds,term=rock | cue=crowd -> music | positive_cue=crowd -> music | cue=louder -> music | positive_cue=louder -> music | realization_type=neutral_extension | semantic_frame_intent=music_performance | renderer=semantic_renderer_v2 | candidate_count=1 | selected_candidate=and filled the stadium | surface_repair=clean | subject_action_validator=passed | prompt_tail_validator=passed | prompt_tail_rule=after_music_event_repair | prompt_tail_evidence=tail_subordinator=after | prompt_tail_evidence=phrase=and filled the stadium | prompt_tail_repair=applied | prompt_tail_repaired_candidate=the band started playing | selected_sense=music
v1-041,He stood by the bank unsure where to sit until the current,bank,river_edge,delayed_cue,The resolving current cue arrives late after ambiguous setup,,river_edge,0.5000,audit,top_sense=river_edge | top_score=1 | second_score=0 | margin=1 | score_and_margin_above_thresholds | audit_reason=surface_realization_risk | surface_pattern=malformed_until_subject | audit_reason=no_safe_semantic_candidate,term=bank | cue=current -> river_edge | positive_cue=current -> river_edge | realization_type=clause_after_until_subject | semantic_frame_intent=river_edge_activity | renderer=semantic_renderer_v2 | candidate_count=1 | surface_risk=malformed_until_subject | selected_sense=river_edge
v1-042,She waited inside the bank without speaking until the teller,bank,financial_institution,delayed_cue,The teller cue is delayed until the end,She waited inside the bank without speaking until the teller called her forward,financial_institution,0.5000,continue,top_sense=financial_institution | top_score=1 | second_score=0 | margin=1 | score_and_margin_above_thresholds,term=bank | cue=teller -> financial_institution | positive_cue=teller -> financial_institution | realization_type=clause_after_until_subject | semantic_frame_intent=transaction | renderer=semantic_renderer_v2 | candidate_count=1 | selected_candidate=called her forward | surface_repair=clean | subject_action_validator=passed | prompt_tail_validator=passed | prompt_tail_evidence=prompt_tail=no_special_tail | selected_sense=financial_institution
v1-043,The bat rested in the corner and only after sunset its wings,bat,animal,delayed_cue,Animal cues appear late after a neutral opening,The bat rested in the corner and only after sunset its wings spread wide,animal,0.5000,continue,top_sense=animal | top_score=1 | second_score=0 | margin=1 | score_and_margin_above_thresholds,term=bat | cue=wings -> animal | positive_cue=wings -> animal | realization_type=clause_after_after_subject | semantic_frame_intent=animal_behavior | renderer=semantic_renderer_v2 | candidate_count=2 | selected_candidate=searched for insects | surface_repair=applied | subject_action_validator=repaired | surface_repair_rule=subject_action_bodypart_rewrite | prompt_tail_validator=passed | prompt_tail_evidence=prompt_tail=no_special_tail | repaired_candidate=spread wide | selected_sense=animal
v1-044,He picked up the bat with no comment until the pitcher,bat,sports_equipment,delayed_cue,Sports context is delayed through pitcher rather than early cueing,He picked up the bat with no comment until the pitcher threw the ball,sports_equipment,0.5000,continue,top_sense=sports_equipment | top_score=1 | second_score=0 | margin=1 | score_and_margin_above_thresholds,term=bat | cue=pitcher -> sports_equipment | positive_cue=pitcher -> sports_equipment | realization_type=clause_after_until_subject | semantic_frame_intent=sports_action | renderer=semantic_renderer_v2 | candidate_count=1 | selected_candidate=threw the ball | surface_repair=clean | subject_action_validator=passed | prompt_tail_validator=passed | prompt_tail_evidence=prompt_tail=no_special_tail | selected_sense=sports_equipment | knowledge_overlay=enabled | overlay_source=knowledge_ingestion_v1_auto_review | overlay_item_count=163 | overlay_new_cues_matched_in_prompt=1 | overlay_cue=pitcher -> bat:sports_equipment
v1-045,The seal lay still on the platform until the fish,seal,animal,delayed_cue,The fish cue resolves the animal sense near the end,,animal,0.5000,audit,top_sense=animal | top_score=1 | second_score=0 | margin=1 | score_and_margin_above_thresholds | audit_reason=surface_realization_risk | surface_pattern=malformed_until_subject | audit_reason=no_safe_semantic_candidate,term=seal | cue=fish -> animal | positive_cue=fish -> animal | realization_type=clause_after_until_subject | semantic_frame_intent=animal_behavior | renderer=semantic_renderer_v2 | candidate_count=1 | surface_risk=malformed_until_subject | selected_sense=animal
v1-046,She studied the seal for a moment before pressing it into wax,seal,closure_stamp,delayed_cue,The closure sense appears late through pressing and wax,She studied the seal for a moment before pressing it into wax and marked the document,closure_stamp,0.5000,continue,top_sense=closure_stamp | top_score=1 | second_score=0 | margin=1 | score_and_margin_above_thresholds,term=seal | cue=wax -> closure_stamp | positive_cue=wax -> closure_stamp | realization_type=neutral_extension | semantic_frame_intent=document_closure | renderer=semantic_renderer_v2 | candidate_count=2 | selected_candidate=and marked the document | surface_repair=clean | subject_action_validator=passed | prompt_tail_validator=passed | prompt_tail_evidence=prompt_tail=no_special_tail | selected_sense=closure_stamp
v1-047,The crane moved slowly across the pale shallows before its wings,crane,bird,delayed_cue,Wings resolve the bird sense only at the end,,bird,0.5000,audit,top_sense=bird | top_score=1 | second_score=0 | margin=1 | score_and_margin_above_thresholds | audit_reason=surface_realization_risk | surface_pattern=malformed_before_wings | audit_reason=no_safe_semantic_candidate,term=crane | cue=wings -> bird | positive_cue=wings -> bird | realization_type=clause_after_before_subject | semantic_frame_intent=bird_behavior | renderer=semantic_renderer_v2 | candidate_count=1 | surface_risk=malformed_before_wings | selected_sense=bird
v1-048,The crane waited above the lot until the operator,crane,machine,delayed_cue,Operator cue is delayed after a neutral mechanical shape,The crane waited above the lot until the operator lowered the hook,machine,0.5000,continue,top_sense=machine | top_score=1 | second_score=0 | margin=1 | score_and_margin_above_thresholds,term=crane | cue=operator -> machine | positive_cue=operator -> machine | realization_type=clause_after_until_subject | semantic_frame_intent=construction_action | renderer=semantic_renderer_v2 | candidate_count=1 | selected_candidate=lowered the hook | surface_repair=clean | subject_action_validator=passed | prompt_tail_validator=passed | prompt_tail_evidence=prompt_tail=no_special_tail | selected_sense=machine
v1-049,The spring seemed ordinary until April rain began to,spring,season,delayed_cue,April and rain resolve the season late,The spring seemed ordinary until April rain began to bring warmer days,season,0.6667,continue,top_sense=season | top_score=2 | second_score=0 | margin=2 | score_and_margin_above_thresholds,term=spring | cue=april -> season | positive_cue=april -> season | cue=rain -> season | positive_cue=rain -> season | realization_type=infinitive_after_to | semantic_frame_intent=seasonal_change | renderer=semantic_renderer_v2 | candidate_count=1 | selected_candidate=bring warmer days | surface_repair=clean | subject_action_validator=passed | prompt_tail_validator=passed | prompt_tail_evidence=prompt_tail=no_special_tail | selected_sense=season
v1-050,The spring looked harmless until the device compressed it,spring,coil,delayed_cue,Device and compressed cues arrive after the ambiguous noun,The spring looked harmless until the device compressed it and snapped back into place,coil,0.6667,continue,top_sense=coil | top_score=2 | second_score=0 | margin=2 | score_and_margin_above_thresholds,term=spring | cue=compressed -> coil | positive_cue=compressed -> coil | cue=device -> coil | positive_cue=device -> coil | realization_type=neutral_extension | semantic_frame_intent=mechanical_motion | renderer=semantic_renderer_v2 | candidate_count=1 | selected_candidate=and snapped back into place | surface_repair=clean | subject_action_validator=passed | prompt_tail_validator=passed | prompt_tail_evidence=prompt_tail=no_special_tail | selected_sense=coil
v1-051,The rock was ignored until the climber saw it on the cliff,rock,stone,delayed_cue,Cliff cue resolves the stone sense late,,stone,0.5000,audit,top_sense=stone | top_score=1 | second_score=0 | margin=1 | score_and_margin_above_thresholds | surface_repair_reason=attachment_drift | audit_reason=no_safe_repaired_candidate,term=rock | cue=cliff -> stone | positive_cue=cliff -> stone | realization_type=neutral_extension | semantic_frame_intent=stone_motion | renderer=semantic_renderer_v2 | candidate_count=1 | selected_candidate=and lay near the river | attachment_drift | surface_repair_reason=attachment_drift | selected_sense=stone
v1-052,The rock sounded flat until the drummer came on stage,rock,music,delayed_cue,Drummer and stage cues resolve music after a neutral start,The rock sounded flat until the drummer came on stage and filled the stadium,music,0.6667,continue,top_sense=music | top_score=2 | second_score=0 | margin=2 | score_and_margin_above_thresholds,term=rock | cue=drummer -> music | positive_cue=drummer -> music | cue=stage -> music | positive_cue=stage -> music | realization_type=neutral_extension | semantic_frame_intent=music_performance | renderer=semantic_renderer_v2 | candidate_count=1 | selected_candidate=and filled the stadium | surface_repair=clean | subject_action_validator=passed | prompt_tail_validator=passed | prompt_tail_evidence=prompt_tail=no_special_tail | selected_sense=music
v1-053,They approached the bank in silence and only then counted the cash,bank,financial_institution,delayed_cue,Cash appears late enough to test delayed evidence,,,0.0000,audit,all_sense_scores_zero | audit_reason=guard_failure,term=bank | cue=cash -> financial_institution | positive_cue=cash -> financial_institution | guard_failure=cash_or_card_alone_insufficient -> financial_institution
v1-054,The bank looked empty from above until the boat,bank,river_edge,delayed_cue,Boat cue resolves river edge late after visual ambiguity,The bank looked empty from above until the boat touched the mud,river_edge,0.5000,continue,top_sense=river_edge | top_score=1 | second_score=0 | margin=1 | score_and_margin_above_thresholds,term=bank | cue=boat -> river_edge | positive_cue=boat -> river_edge | realization_type=clause_after_until_subject | semantic_frame_intent=river_edge_activity | renderer=semantic_renderer_v2 | candidate_count=1 | selected_candidate=touched the mud | surface_repair=clean | subject_action_validator=passed | prompt_tail_validator=passed | prompt_tail_evidence=prompt_tail=no_special_tail | selected_sense=river_edge
v1-055,The bat seemed too small until the player,bat,sports_equipment,delayed_cue,Player cue arrives late and must override size ambiguity,,,0.0000,audit,all_sense_scores_zero | audit_reason=guard_failure,term=bat | cue=player -> sports_equipment | positive_cue=player -> sports_equipment | guard_failure=player_alone_insufficient -> sports_equipment
v1-056,The seal looked plain until the document,seal,closure_stamp,delayed_cue,Document cue resolves closure stamp late,,closure_stamp,0.5000,audit,top_sense=closure_stamp | top_score=1 | second_score=0 | margin=1 | score_and_margin_above_thresholds | audit_reason=surface_realization_risk | surface_pattern=malformed_until_subject | audit_reason=no_safe_semantic_candidate,term=seal | cue=document -> closure_stamp | positive_cue=document -> closure_stamp | realization_type=clause_after_until_subject | semantic_frame_intent=document_closure | renderer=semantic_renderer_v2 | candidate_count=1 | surface_risk=malformed_until_subject | selected_sense=closure_stamp
v1-057,The crane was silent for a long time before it lifted steel,crane,machine,delayed_cue,Lifted steel resolves machine late after animal compatible silence,,machine,0.6667,audit,top_sense=machine | top_score=2 | second_score=0 | margin=2 | score_and_margin_above_thresholds | audit_reason=surface_realization_risk | surface_pattern=malformed_before_it_operator | audit_reason=no_safe_semantic_candidate,term=crane | cue=lifted -> machine | positive_cue=lifted -> machine | cue=steel -> machine | positive_cue=steel -> machine | realization_type=clause_after_before_subject | semantic_frame_intent=construction_action | renderer=semantic_renderer_v2 | candidate_count=1 | surface_risk=malformed_before_it_operator | selected_sense=machine
v1-058,The crane was silent for a long time before the bird,crane,bird,delayed_cue,Bird cue resolves animal late after machine compatible silence,The crane was silent for a long time before the bird spread its wings,bird,0.5000,continue,top_sense=bird | top_score=1 | second_score=0 | margin=1 | score_and_margin_above_thresholds,term=crane | cue=bird -> bird | positive_cue=bird -> bird | realization_type=clause_after_before_subject | semantic_frame_intent=bird_behavior | renderer=semantic_renderer_v2 | candidate_count=1 | selected_candidate=spread its wings | surface_repair=clean | subject_action_validator=passed | prompt_tail_validator=passed | prompt_tail_evidence=prompt_tail=no_special_tail | selected_sense=bird
v1-059,The spring returned only after the mechanism,spring,coil,delayed_cue,Mechanism resolves coil after abstract opening,The spring returned only after the mechanism snapped back into place,coil,0.5000,continue,top_sense=coil | top_score=1 | second_score=0 | margin=1 | score_and_margin_above_thresholds,term=spring | cue=mechanism -> coil | positive_cue=mechanism -> coil | realization_type=clause_after_after_subject | semantic_frame_intent=mechanical_motion | renderer=semantic_renderer_v2 | candidate_count=1 | selected_candidate=snapped back into place | surface_repair=clean | subject_action_validator=passed | prompt_tail_validator=passed | prompt_tail_evidence=prompt_tail=no_special_tail | selected_sense=coil
v1-060,The rock changed mood when the guitar,rock,music,delayed_cue,Guitar resolves music late after an abstract opening,The rock changed mood when the guitar started playing,music,0.5000,continue,top_sense=music | top_score=1 | second_score=0 | margin=1 | score_and_margin_above_thresholds,term=rock | cue=guitar -> music | positive_cue=guitar -> music | realization_type=clause_after_when_subject | semantic_frame_intent=music_performance | renderer=semantic_renderer_v2 | candidate_count=1 | selected_candidate=started playing | surface_repair=clean | subject_action_validator=passed | prompt_tail_validator=passed | prompt_tail_evidence=prompt_tail=no_special_tail | selected_sense=music
v1-061,After leaving the river he went to the bank to deposit,bank,financial_institution,conflicting_cue,River cue conflicts with deposit and syntax favors finance,,,0.3333,audit,top_sense=financial_institution | top_score=1 | second_score=1 | margin=0 | conflict_detected | audit_reason=low_margin_conflict,term=bank | cue=deposit -> financial_institution | positive_cue=deposit -> financial_institution | cue=river -> river_edge | positive_cue=river -> river_edge | conflict_detected
v1-062,After withdrawing cash he walked to the bank beside the stream to rest,bank,river_edge,conflicting_cue,Cash cues finance but beside stream favors river edge,,,0.5000,audit,top_sense=river_edge | top_score=1 | second_score=0 | margin=1 | audit_reason=guard_failure,term=bank | cue=cash -> financial_institution | positive_cue=cash -> financial_institution | cue=stream -> river_edge | positive_cue=stream -> river_edge | guard_failure=cash_or_card_alone_insufficient -> financial_institution
v1-063,The bat had wings painted on it before the player swung,bat,sports_equipment,conflicting_cue,Wings cue animal but player and swung favor equipment,"The bat had wings painted on it before the player swung, and he steadied himself",sports_equipment,0.6667,continue,top_sense=sports_equipment | top_score=2 | second_score=0 | margin=2 | score_and_margin_above_thresholds,"term=bat | cue=wings -> animal | positive_cue=wings -> animal | cue=player -> sports_equipment | positive_cue=player -> sports_equipment | cue=swung -> sports_equipment | positive_cue=swung -> sports_equipment | guard_failure=depicted_animal_cue_insufficient -> animal | realization_type=clause_after_before_subject | semantic_frame_intent=sports_action | renderer=semantic_renderer_v2 | candidate_count=2 | selected_candidate=he steadied himself | surface_repair=applied | subject_action_validator=passed | connector_rewriter=applied | surface_repair_rule=connector_comma | prompt_tail_validator=passed | prompt_tail_rule=before_subject_comma_and_repair | prompt_tail_evidence=phrase=, he steadied himself | repaired_candidate=, he steadied himself | prompt_tail_repair=applied | prompt_tail_repaired_candidate=, and he steadied himself | selected_sense=sports_equipment"
v1-064,The bat was held by the player after it flew from the rafters,bat,animal,conflicting_cue,Player cue conflicts with flew and rafters favor animal,,,0.5000,audit,top_sense=animal | top_score=1 | second_score=0 | margin=1 | audit_reason=guard_failure,term=bat | cue=flew -> animal | positive_cue=flew -> animal | cue=player -> sports_equipment | positive_cue=player -> sports_equipment | guard_failure=player_alone_insufficient -> sports_equipment
v1-065,The seal near the package barked for fish and,seal,animal,conflicting_cue,Package cue conflicts with fish and animal behavior,,,0.3333,audit,top_sense=animal | top_score=1 | second_score=1 | margin=0 | conflict_detected | audit_reason=low_margin_conflict,term=seal | cue=fish -> animal | positive_cue=fish -> animal | cue=package -> closure_stamp | positive_cue=package -> closure_stamp | conflict_detected
v1-066,The seal on the ocean themed document needed wax to,seal,closure_stamp,conflicting_cue,Ocean cue conflicts with document and wax closure evidence,,,0.5000,audit,top_sense=closure_stamp | top_score=2 | second_score=1 | margin=1 | conflict_detected | audit_reason=low_margin_conflict,term=seal | cue=ocean -> animal | positive_cue=ocean -> animal | cue=document -> closure_stamp | positive_cue=document -> closure_stamp | cue=wax -> closure_stamp | positive_cue=wax -> closure_stamp | conflict_detected
v1-067,The crane near the marsh lifted steel while the operator,crane,machine,conflicting_cue,Marsh cue conflicts with lifted steel and operator,The crane near the marsh lifted steel while the operator checked the cables,machine,0.6000,continue,top_sense=machine | top_score=3 | second_score=1 | margin=2 | conflict_detected | score_and_margin_above_thresholds,term=crane | cue=marsh -> bird | positive_cue=marsh -> bird | cue=lifted -> machine | positive_cue=lifted -> machine | cue=steel -> machine | positive_cue=steel -> machine | cue=operator -> machine | positive_cue=operator -> machine | conflict_detected | realization_type=clause_after_while_subject | semantic_frame_intent=construction_action | renderer=semantic_renderer_v2 | candidate_count=1 | selected_candidate=checked the cables | surface_repair=clean | subject_action_validator=passed | prompt_tail_validator=passed | prompt_tail_evidence=prompt_tail=no_special_tail | selected_sense=machine
v1-068,The crane at the construction site spread its wings over the lake and,crane,bird,conflicting_cue,Construction site cue conflicts with wings and lake,,,0.5000,audit,top_sense=machine | top_score=3 | second_score=2 | margin=1 | conflict_detected | audit_reason=low_margin_conflict,term=crane | cue=wings -> bird | positive_cue=wings -> bird | cue=lake -> bird | positive_cue=lake -> bird | cue=construction -> machine | positive_cue=construction -> machine | cue=site -> machine | positive_cue=site -> machine | cue=construction site -> machine | positive_cue=construction site -> machine | conflict_detected | knowledge_overlay=enabled | overlay_source=knowledge_ingestion_v1_auto_review | overlay_item_count=163 | overlay_new_cues_matched_in_prompt=1 | overlay_cue=construction site -> crane:machine
v1-069,The spring warmed the garden after the metal device,spring,season,conflicting_cue,Metal device cue conflicts with garden and warmed season context,,,0.4000,audit,top_sense=coil | top_score=2 | second_score=2 | margin=0 | conflict_detected | audit_reason=low_margin_conflict,term=spring | cue=garden -> season | positive_cue=garden -> season | cue=warmed -> season | positive_cue=warmed -> season | cue=metal -> coil | positive_cue=metal -> coil | cue=device -> coil | positive_cue=device -> coil | conflict_detected
v1-070,The spring in April compressed inside the mechanism and,spring,coil,conflicting_cue,April cue conflicts with compressed mechanism evidence,,,0.5000,audit,top_sense=coil | top_score=2 | second_score=1 | margin=1 | conflict_detected | audit_reason=low_margin_conflict,term=spring | cue=april -> season | positive_cue=april -> season | cue=compressed -> coil | positive_cue=compressed -> coil | cue=mechanism -> coil | positive_cue=mechanism -> coil | conflict_detected
v1-071,The rock from the mountain was carried onto the stage before,rock,music,conflicting_cue,Mountain cue conflicts with stage performance context,,,0.3333,audit,top_sense=music | top_score=1 | second_score=1 | margin=0 | conflict_detected | audit_reason=low_margin_conflict,term=rock | cue=mountain -> stone | positive_cue=mountain -> stone | cue=stage -> music | positive_cue=stage -> music | conflict_detected
v1-072,The rock song described a heavy stone on the ground and,rock,stone,conflicting_cue,Song cue conflicts with physical stone evidence,The rock song described a heavy stone on the ground and it rolled downhill,stone,0.6000,continue,top_sense=stone | top_score=3 | second_score=1 | margin=2 | conflict_detected | score_and_margin_above_thresholds,term=rock | cue=stone -> stone | positive_cue=stone -> stone | cue=heavy -> stone | positive_cue=heavy -> stone | cue=ground -> stone | positive_cue=ground -> stone | cue=song -> music | positive_cue=song -> music | conflict_detected | realization_type=clause_after_and | semantic_frame_intent=stone_motion | renderer=semantic_renderer_v2 | candidate_count=2 | selected_candidate=it rolled downhill | surface_repair=clean | subject_action_validator=passed | prompt_tail_validator=passed | prompt_tail_evidence=prompt_tail=no_special_tail | selected_sense=stone
v1-073,The teller crossed the river to reach the bank and open,bank,financial_institution,conflicting_cue,River cue conflicts with teller and open branch implication,,,0.3333,audit,top_sense=financial_institution | top_score=1 | second_score=1 | margin=0 | conflict_detected | audit_reason=low_margin_conflict,term=bank | cue=teller -> financial_institution | positive_cue=teller -> financial_institution | cue=river -> river_edge | positive_cue=river -> river_edge | conflict_detected
v1-074,The credit card floated to the bank where the boat,bank,river_edge,conflicting_cue,Credit card cue conflicts with boat and physical edge context,,,0.5000,audit,top_sense=financial_institution | top_score=2 | second_score=1 | margin=1 | conflict_detected | audit_reason=low_margin_conflict,term=bank | cue=card -> financial_institution | positive_cue=card -> financial_institution | cue=credit -> financial_institution | positive_cue=credit -> financial_institution | cue=boat -> river_edge | positive_cue=boat -> river_edge | conflict_detected
v1-075,The animal expert handed the bat to the player before the game,bat,sports_equipment,conflicting_cue,Animal expert cue conflicts with player and game equipment context,,,0.5000,audit,top_sense=sports_equipment | top_score=2 | second_score=1 | margin=1 | conflict_detected | audit_reason=low_margin_conflict,term=bat | cue=animal -> animal | positive_cue=animal -> animal | cue=player -> sports_equipment | positive_cue=player -> sports_equipment | cue=game -> sports_equipment | positive_cue=game -> sports_equipment | conflict_detected
v1-076,The game paused when the bat in the cave opened its wings and,bat,animal,conflicting_cue,Game cue conflicts with cave and wings animal context,,,0.5000,audit,top_sense=animal | top_score=2 | second_score=1 | margin=1 | conflict_detected | audit_reason=low_margin_conflict,term=bat | cue=cave -> animal | positive_cue=cave -> animal | cue=wings -> animal | positive_cue=wings -> animal | cue=game -> sports_equipment | positive_cue=game -> sports_equipment | conflict_detected
v1-077,The official watched the seal splash in the water for fish,seal,animal,conflicting_cue,Official cue weakly suggests stamp but water and fish favor animal,The official watched the seal splash in the water for fish and dove below the surface,animal,0.6000,continue,top_sense=animal | top_score=3 | second_score=1 | margin=2 | conflict_detected | score_and_margin_above_thresholds,term=seal | cue=fish -> animal | positive_cue=fish -> animal | cue=water -> animal | positive_cue=water -> animal | cue=splash -> animal | positive_cue=splash -> animal | cue=official -> closure_stamp | positive_cue=official -> closure_stamp | conflict_detected | realization_type=neutral_extension | semantic_frame_intent=animal_behavior | renderer=semantic_renderer_v2 | candidate_count=2 | selected_candidate=and dove below the surface | surface_repair=clean | subject_action_validator=passed | prompt_tail_validator=passed | prompt_tail_evidence=prompt_tail=no_special_tail | selected_sense=animal
v1-078,The flippers logo sat under the official seal on the package,seal,closure_stamp,conflicting_cue,Flippers cue conflicts with official and package evidence,,,0.5000,audit,top_sense=closure_stamp | top_score=2 | second_score=1 | margin=1 | conflict_detected | audit_reason=low_margin_conflict,term=seal | cue=flippers -> animal | positive_cue=flippers -> animal | cue=official -> closure_stamp | positive_cue=official -> closure_stamp | cue=package -> closure_stamp | positive_cue=package -> closure_stamp | conflict_detected
v1-079,The bird shaped crane at the site moved the steel,crane,machine,conflicting_cue,Bird surface conflicts with site and steel machinery context,,,0.5000,audit,top_sense=machine | top_score=2 | second_score=1 | margin=1 | conflict_detected | audit_reason=low_margin_conflict,term=crane | cue=bird -> bird | positive_cue=bird -> bird | cue=steel -> machine | positive_cue=steel -> machine | cue=site -> machine | positive_cue=site -> machine | conflict_detected
v1-080,The operator photographed the crane as the bird crossed the lake,crane,bird,conflicting_cue,Operator cue conflicts with explicit bird and lake evidence,,,0.5000,audit,top_sense=bird | top_score=2 | second_score=1 | margin=1 | conflict_detected | audit_reason=low_margin_conflict,term=crane | cue=bird -> bird | positive_cue=bird -> bird | cue=lake -> bird | positive_cue=lake -> bird | cue=operator -> machine | positive_cue=operator -> machine | conflict_detected
v1-081,The bank was not beside a river so the clerk prepared to,bank,financial_institution,negation,Negated river cue should not trigger river edge,,,0.0000,audit,all_sense_scores_zero | audit_reason=anti_cue | audit_reason=only_negated_evidence,term=bank | negated_cue=river -> river_edge | anti_cue=not beside a river -> financial_institution
v1-082,The bank was not a place for money as the hikers slid down to,bank,river_edge,negation,Negated money cue should not trigger finance,,,0.0000,audit,all_sense_scores_zero | audit_reason=anti_cue_conflict,term=bank | cue=money -> financial_institution | positive_cue=money -> financial_institution | anti_cue=not a place for money -> financial_institution | anti_cue=not a place for money -> river_edge
v1-083,The bat was not an animal because the batter raised it to,bat,sports_equipment,negation,Negated animal cue should not override batter context,,,0.0000,audit,all_sense_scores_zero | audit_reason=anti_cue_conflict | audit_reason=only_negated_evidence,term=bat | cue=batter -> sports_equipment | positive_cue=batter -> sports_equipment | negated_cue=animal -> animal | anti_cue=not an animal -> animal | anti_cue=not an animal -> sports_equipment
v1-084,The bat was not for a game as it tucked its wings and,bat,animal,negation,Negated game cue should not override wings,The bat was not for a game as it tucked its wings and it searched for insects,animal,0.5000,continue,top_sense=animal | top_score=1 | second_score=0 | margin=1 | score_and_margin_above_thresholds,term=bat | cue=wings -> animal | positive_cue=wings -> animal | negated_cue=game -> sports_equipment | realization_type=clause_after_and | semantic_frame_intent=animal_behavior | renderer=semantic_renderer_v2 | candidate_count=2 | selected_candidate=it searched for insects | surface_repair=clean | subject_action_validator=passed | prompt_tail_validator=passed | prompt_tail_evidence=prompt_tail=no_special_tail | selected_sense=animal
v1-085,The seal was not an animal when the clerk pressed it onto the form to,seal,closure_stamp,negation,Negated animal cue should not block closure sense,,,0.0000,audit,all_sense_scores_zero | audit_reason=anti_cue_conflict | audit_reason=only_negated_evidence,term=seal | cue=clerk -> closure_stamp | positive_cue=clerk -> closure_stamp | negated_cue=animal -> animal | anti_cue=not an animal -> closure_stamp
v1-086,The seal was not a stamp as it surfaced beside the pier and,seal,animal,negation,Negated stamp cue should not block animal reading,,,0.0000,audit,all_sense_scores_zero | audit_reason=anti_cue_conflict | audit_reason=only_negated_evidence,term=seal | cue=pier -> animal | positive_cue=pier -> animal | negated_cue=stamp -> closure_stamp | anti_cue=not a stamp -> animal
v1-087,The crane was not a bird because the operator lowered the hook to,crane,machine,negation,Negated bird cue should not override operator context,The crane was not a bird because the operator lowered the hook to lift the load,machine,0.6667,continue,top_sense=machine | top_score=2 | second_score=0 | margin=2 | score_and_margin_above_thresholds,term=crane | cue=operator -> machine | positive_cue=operator -> machine | cue=hook -> machine | positive_cue=hook -> machine | negated_cue=bird -> bird | anti_cue=not a bird -> bird | realization_type=infinitive_after_to | semantic_frame_intent=construction_action | renderer=semantic_renderer_v2 | candidate_count=1 | selected_candidate=lift the load | surface_repair=clean | subject_action_validator=passed | prompt_tail_validator=passed | prompt_tail_evidence=prompt_tail=no_special_tail | selected_sense=machine
v1-088,The crane was not at a construction site as it crossed the reeds and,crane,bird,negation,Negated construction cue should not override bird behavior,,,0.5000,audit,top_sense=machine | top_score=1 | second_score=0 | margin=1 | audit_reason=negated_top_sense,term=crane | cue=reeds -> bird | positive_cue=reeds -> bird | cue=site -> machine | positive_cue=site -> machine | negated_cue=construction -> machine | negated_cue=construction site -> machine | anti_cue=not at a construction site -> bird
v1-089,The spring was not warm weather because the latch pushed it back and,spring,coil,negation,Negated weather cue should not override mechanical context,,,0.0000,audit,all_sense_scores_zero | audit_reason=anti_cue_conflict | audit_reason=only_negated_evidence,term=spring | cue=latch -> coil | positive_cue=latch -> coil | negated_cue=warm -> season | negated_cue=weather -> season | anti_cue=not warm weather -> coil
v1-090,The spring was not a metal device after the thaw made the fields,spring,season,negation,Negated metal device cue should not block season,,,0.0000,audit,all_sense_scores_zero | audit_reason=anti_cue_conflict | audit_reason=only_negated_evidence,term=spring | cue=thaw -> season | positive_cue=thaw -> season | negated_cue=metal -> coil | negated_cue=device -> coil | anti_cue=not a metal device -> season
v1-091,The rock was not a stone after the guitarist tuned up and,rock,music,negation,Negated stone cue should not override music evidence,,,0.0000,audit,all_sense_scores_zero | audit_reason=anti_cue | audit_reason=only_negated_evidence,term=rock | negated_cue=stone -> stone | anti_cue=not a stone -> music
v1-092,The rock was not a song as it scraped his boot and,rock,stone,negation,Negated song cue should not override physical contact,,,0.0000,audit,all_sense_scores_zero | audit_reason=anti_cue | audit_reason=only_negated_evidence,term=rock | negated_cue=song -> music | anti_cue=not a song -> stone
v1-093,The bank was not about credit when the canoe scraped it and,bank,river_edge,negation,Negated credit cue should not override canoe context,,,0.0000,audit,all_sense_scores_zero | audit_reason=anti_cue | audit_reason=only_negated_evidence,term=bank | negated_cue=credit -> financial_institution | anti_cue=not about credit -> river_edge
v1-094,The bat was not flying when the player set it beside home plate and,bat,sports_equipment,negation,Negated flying cue should not block equipment,,,0.0000,audit,all_sense_scores_zero | audit_reason=anti_cue_conflict | audit_reason=guard_failure | audit_reason=only_negated_evidence,term=bat | cue=player -> sports_equipment | positive_cue=player -> sports_equipment | cue=plate -> sports_equipment | positive_cue=plate -> sports_equipment | negated_cue=flying -> animal | anti_cue=not flying -> animal | anti_cue=not flying -> sports_equipment | guard_failure=player_alone_insufficient -> sports_equipment
