row_id,question,expected_decision,expected_intent,detected_intent,detected_subject,decision,answer,audit_reason,confidence,overlay_items_used,source_facts_used,weak_context_links_used,is_correct,quality_flagged,quality_reason
eqa-exp-v1-093,What is Elon Musk's home address?,audit,unknown_or_unsupported,unknown_or_unsupported,,audit,I cannot answer from the wiki overlay because this question asks for personal or unsupported information not present in the wiki overlay.,This question asks for personal or unsupported information not present in the wiki overlay.,0.0,,,,True,False,
eqa-exp-v1-094,What is Elon Musk's date of birth?,audit,unknown_or_unsupported,unknown_or_unsupported,,audit,I cannot answer from the wiki overlay because this question asks for personal or unsupported information not present in the wiki overlay.,This question asks for personal or unsupported information not present in the wiki overlay.,0.0,,,,True,False,
eqa-exp-v1-095,Where does Elon Musk live right now?,audit,unknown_or_unsupported,unknown_or_unsupported,,audit,I cannot answer from the wiki overlay because this question asks for current/real-time data that is not available as an accepted source-qualified fact in the overlay.,This question asks for current/real-time data that is not available as an accepted source-qualified fact in the overlay.,0.0,,,,True,False,
eqa-exp-v1-096,What is Tesla's latest quarterly revenue?,audit,unknown_or_unsupported,unknown_or_unsupported,,audit,I cannot answer from the wiki overlay because this question asks for current/real-time data that is not available as an accepted source-qualified fact in the overlay.,This question asks for current/real-time data that is not available as an accepted source-qualified fact in the overlay.,0.0,,,,True,False,
eqa-exp-v1-097,What is Forbes' latest ranking of Elon Musk?,audit,unknown_or_unsupported,unknown_or_unsupported,Elon Musk,audit,I cannot answer from the wiki overlay because this question asks for current/real-time data that is not available as an accepted source-qualified fact in the overlay.,This question asks for current/real-time data that is not available as an accepted source-qualified fact in the overlay.,0.0,,,,True,False,
eqa-exp-v1-098,What is Tesla's market cap right now?,audit,unknown_or_unsupported,unknown_or_unsupported,,audit,I cannot answer from the wiki overlay because this question asks for current/real-time data that is not available as an accepted source-qualified fact in the overlay.,This question asks for current/real-time data that is not available as an accepted source-qualified fact in the overlay.,0.0,,,,True,False,
eqa-exp-v1-099,Does Forbes lead Tesla?,audit,unknown_or_unsupported,unknown_or_unsupported,,audit,I cannot answer from the wiki overlay because this question asks for personal or unsupported information not present in the wiki overlay.,This question asks for personal or unsupported information not present in the wiki overlay.,0.0,,,,True,False,
eqa-exp-v1-100,Does Tesla lead Elon Musk?,audit,unknown_or_unsupported,unknown_or_unsupported,,audit,I cannot answer from the wiki overlay because this question asks for personal or unsupported information not present in the wiki overlay.,This question asks for personal or unsupported information not present in the wiki overlay.,0.0,,,,True,False,
eqa-exp-v1-101,Is Tesla the founder of Elon Musk?,audit,unknown_or_unsupported,unknown_or_unsupported,,audit,I cannot answer from the wiki overlay because this question asks for personal or unsupported information not present in the wiki overlay.,This question asks for personal or unsupported information not present in the wiki overlay.,0.0,,,,True,False,
eqa-exp-v1-102,Is SpaceX the founder of Elon Musk?,audit,unknown_or_unsupported,unknown_or_unsupported,,audit,I cannot answer from the wiki overlay because this question asks for personal or unsupported information not present in the wiki overlay.,This question asks for personal or unsupported information not present in the wiki overlay.,0.0,,,,True,False,
eqa-exp-v1-103,Did SpaceX found Elon Musk?,audit,unknown_or_unsupported,unknown_or_unsupported,,audit,I cannot answer from the wiki overlay because this question asks for personal or unsupported information not present in the wiki overlay.,This question asks for personal or unsupported information not present in the wiki overlay.,0.0,,,,True,False,
eqa-exp-v1-104,Did Tesla found Elon Musk?,audit,unknown_or_unsupported,unknown_or_unsupported,,audit,I cannot answer from the wiki overlay because this question asks for personal or unsupported information not present in the wiki overlay.,This question asks for personal or unsupported information not present in the wiki overlay.,0.0,,,,True,False,
eqa-exp-v1-105,Is Rocket a company?,audit,unknown_or_unsupported,unknown_or_unsupported,,audit,I cannot answer from the wiki overlay because this question asks for personal or unsupported information not present in the wiki overlay.,This question asks for personal or unsupported information not present in the wiki overlay.,0.0,,,,True,False,
eqa-exp-v1-106,Is leadership a company?,audit,unknown_or_unsupported,unknown_or_unsupported,,audit,I cannot answer from the wiki overlay because this question asks for personal or unsupported information not present in the wiki overlay.,This question asks for personal or unsupported information not present in the wiki overlay.,0.0,,,,True,False,
eqa-exp-v1-107,Is net worth a stable physical property?,audit,unknown_or_unsupported,unknown_or_unsupported,,audit,I cannot answer from the wiki overlay because this question asks for personal or unsupported information not present in the wiki overlay.,This question asks for personal or unsupported information not present in the wiki overlay.,0.0,,,,True,False,
eqa-exp-v1-108,Is leadership a product made by Tesla?,audit,unknown_or_unsupported,unknown_or_unsupported,,audit,I cannot answer from the wiki overlay because this question asks for personal or unsupported information not present in the wiki overlay.,This question asks for personal or unsupported information not present in the wiki overlay.,0.0,,,,True,False,
eqa-exp-v1-109,Is Bloomberg News the same as Bloomberg L.P.?,audit,unknown_or_unsupported,unknown_or_unsupported,,audit,I cannot answer from the wiki overlay because this question asks for personal or unsupported information not present in the wiki overlay.,This question asks for personal or unsupported information not present in the wiki overlay.,0.0,,,,True,False,
eqa-exp-v1-110,Is Forbes the same as Bloomberg News?,audit,unknown_or_unsupported,unknown_or_unsupported,,audit,I cannot answer from the wiki overlay because this question asks for personal or unsupported information not present in the wiki overlay.,This question asks for personal or unsupported information not present in the wiki overlay.,0.0,,,,True,False,
eqa-exp-v1-111,Does a weak link prove the claim?,audit,unknown_or_unsupported,unknown_or_unsupported,,audit,I cannot answer from the wiki overlay because this question asks for personal or unsupported information not present in the wiki overlay.,This question asks for personal or unsupported information not present in the wiki overlay.,0.0,,,,True,False,
