row_id,question,expected_decision,expected_sense,detected_intent,detected_term,detected_sense,decision,answer,audit_reason,confidence,facts_used,patterns_used,provider_items_used,is_correct,quality_flagged
qa-v1-034,"In 'the boulder rock rolled down the cliff trail', what does rock mean?",answer,stone,classify_context,rock,stone,answer,"Here, rock means rock stone because the context includes cliff, trail and boulder.",,0.7500,,,ami-5e67434596cd|ami-ad0126bd1d99|ami-4962e4764e87,yes,no
qa-v1-035,"In 'flowers bloomed in spring after the thaw', what does spring mean?",answer,season,classify_context,spring,season,answer,"Here, spring means spring season because the context includes flowers and thaw.",,0.6667,,,ami-5a3679b75947,yes,no
qa-v1-036,"In 'the metal coil spring compressed under load pressure', what does spring mean?",answer,coil,classify_context,spring,coil,answer,"Here, spring means spring coil because the context includes metal, compressed and coil.",,0.7500,,,ami-82067649181d|ami-cd656adac2c4|ami-9cc4a2d80015,yes,no
qa-v1-037,What is the difference between a financial bank and a river bank?,answer,financial_institution,distinguish_senses,bank,financial_institution,answer,"A financial bank is a financial institution where people manage money, associated with account, deposit and loan. A river bank is the edge or slope of land beside a river or stream, associated with stream, current and reed.",,1.0000,ami-d1e84819f031|ami-79a61a7b936b|ami-5c9684b846dc|ami-0c57dfe88a7e|ami-184a3087162e|ami-14e460bbf39f|ami-c3a25a2302c1|ami-d541551f9ed0|ami-cac90e30d97f|ami-99f01707f49e|ami-338695691a03|ami-7821d3d25b89|ami-eb92027c0666|ami-4044b22f35a1|ami-ec404e492560|ami-0cd43fd2771d|ami-d3728600c4ed|ami-9178c38da5f7|ami-de53324c4ec1|ami-d6a14106fa8b|ami-2797f548d47a|ami-728e998182a8|ami-10ecdcf2319f|ami-706c8c4a9922|ami-1faf8f41a9cb|ami-00f07ec2ccd4|ami-b85c09a9c35f|ami-dd1ee2d2d7ae,ami-46cd07ed4b87|ami-5903a9eef04e|ami-8c9883a632cc|ami-048978364943|ami-65f9cd1c6704|ami-e51098c0350a|ami-d5eadc89c2b5|ami-05605d8f7ae5|ami-0d41d54db982|ami-1e741ba6669e,ami-d1e84819f031|ami-79a61a7b936b|ami-5c9684b846dc|ami-0c57dfe88a7e|ami-184a3087162e|ami-14e460bbf39f|ami-c3a25a2302c1|ami-d541551f9ed0|ami-cac90e30d97f|ami-99f01707f49e|ami-338695691a03|ami-7821d3d25b89|ami-eb92027c0666|ami-4044b22f35a1|ami-ec404e492560|ami-c439df29a993|ami-46cd07ed4b87|ami-5903a9eef04e|ami-8c9883a632cc|ami-048978364943|ami-65f9cd1c6704|ami-0cd43fd2771d|ami-d3728600c4ed|ami-9178c38da5f7|ami-de53324c4ec1|ami-d6a14106fa8b|ami-2797f548d47a|ami-728e998182a8|ami-10ecdcf2319f|ami-706c8c4a9922|ami-1faf8f41a9cb|ami-00f07ec2ccd4|ami-b85c09a9c35f|ami-dd1ee2d2d7ae|ami-80ac7bdcc732|ami-e51098c0350a|ami-d5eadc89c2b5|ami-05605d8f7ae5|ami-0d41d54db982|ami-1e741ba6669e,yes,no
qa-v1-038,How is a bat animal different from a baseball bat?,answer,animal,distinguish_senses,bat,animal,answer,"A bat is a nocturnal flying mammal, associated with cave, roost and rafter. A baseball bat is a club used to hit a ball in sports such as baseball, associated with pitcher, ball and batter.",,1.0000,ami-5b0b2604ca34|ami-3c97bb0a0457|ami-872e2d496eef|ami-bcbe206f380b|ami-dac767281bd9|ami-26356b99382b|ami-0b65c9913584|ami-020368d469cb|ami-d40eee9d6dd7|ami-8f68fca91f53|ami-65a150730060|ami-bdaef47ee28e|ami-d8a32cd909e6|ami-8c615722b27e|ami-d61536e03631|ami-ec8d9b6df409|ami-61bc6b6c493d|ami-7394ff753a7a|ami-83895dd6703c|ami-b28c91d74336|ami-24063c04309d|ami-f52c0b110d05|ami-c7d657e2c2ba|ami-9d0364c5d591|ami-aa716601fe52|ami-f181840d821b|ami-47836cf4119a|ami-2a600c945175,ami-d52cde633589|ami-9a946b1bf202|ami-5714dc0b4a21|ami-9369a5f5df8e|ami-dbc69f01e2a4|ami-b97970b26504|ami-c7188fe19c3d|ami-1aee0a75966a|ami-b1280e48e6b4|ami-40b1ca2ea30d,ami-5b0b2604ca34|ami-3c97bb0a0457|ami-872e2d496eef|ami-bcbe206f380b|ami-dac767281bd9|ami-26356b99382b|ami-0b65c9913584|ami-020368d469cb|ami-d40eee9d6dd7|ami-8f68fca91f53|ami-65a150730060|ami-bdaef47ee28e|ami-d8a32cd909e6|ami-8c615722b27e|ami-fa0a4fa527e8|ami-d52cde633589|ami-9a946b1bf202|ami-5714dc0b4a21|ami-9369a5f5df8e|ami-dbc69f01e2a4|ami-d61536e03631|ami-ec8d9b6df409|ami-61bc6b6c493d|ami-7394ff753a7a|ami-83895dd6703c|ami-b28c91d74336|ami-24063c04309d|ami-f52c0b110d05|ami-c7d657e2c2ba|ami-9d0364c5d591|ami-aa716601fe52|ami-f181840d821b|ami-47836cf4119a|ami-2a600c945175|ami-717c4c03f616|ami-b97970b26504|ami-c7188fe19c3d|ami-1aee0a75966a|ami-b1280e48e6b4|ami-40b1ca2ea30d,yes,no
qa-v1-039,How is a seal animal different from a wax seal?,answer,animal,distinguish_senses,seal,animal,answer,"A seal is a marine mammal that lives near coasts and oceans, associated with fish, flipper and ocean. A wax seal is a device or substance used to close or authenticate an object, associated with wax, envelope and document.",,1.0000,ami-4567b3e8891f|ami-bbea61077dbd|ami-30e7e875f17b|ami-2f92c7b98bd1|ami-92f91ccbde44|ami-1a914185256b|ami-57b41b6bdf8e|ami-cad7de044683|ami-2294e124ff99|ami-6ce79e7e08dc|ami-41dd9b2595e2|ami-8efee9477cb6|ami-ace75b64fab8|ami-741cac4fd679|ami-3c20e16c4354|ami-3c3d37108734|ami-4b97678b5f91|ami-a4cb0f68f02d|ami-77120a84f918|ami-b18b39a57101|ami-5ec90e94fe85|ami-e4076a94ec41|ami-74123ac02599|ami-2cf2174423e7|ami-ef51dbeae6d3|ami-6a53b59b48df|ami-86340b22a7cf,ami-1f1ff94cfad2|ami-a9451cb43d33|ami-eb83834a8e9c|ami-2f9b268d49e9|ami-7ac2039ed2d2|ami-bcaeaf917668|ami-d2463f02d1d8|ami-ffdeefdefb61|ami-de88025be41e|ami-4de4cbb800f0,ami-4567b3e8891f|ami-bbea61077dbd|ami-30e7e875f17b|ami-2f92c7b98bd1|ami-92f91ccbde44|ami-1a914185256b|ami-57b41b6bdf8e|ami-cad7de044683|ami-2294e124ff99|ami-6ce79e7e08dc|ami-41dd9b2595e2|ami-8efee9477cb6|ami-ace75b64fab8|ami-741cac4fd679|ami-1ab87f4c94b7|ami-90dcb6dfaf1b|ami-1f1ff94cfad2|ami-a9451cb43d33|ami-eb83834a8e9c|ami-2f9b268d49e9|ami-7ac2039ed2d2|ami-3c20e16c4354|ami-3c3d37108734|ami-4b97678b5f91|ami-a4cb0f68f02d|ami-77120a84f918|ami-b18b39a57101|ami-5ec90e94fe85|ami-e4076a94ec41|ami-74123ac02599|ami-2cf2174423e7|ami-ef51dbeae6d3|ami-6a53b59b48df|ami-86340b22a7cf|ami-a6da609e94e0|ami-c9ff2d5d0ebf|ami-bcaeaf917668|ami-d2463f02d1d8|ami-ffdeefdefb61|ami-de88025be41e|ami-4de4cbb800f0,yes,no
qa-v1-040,What is the difference between a crane bird and a construction crane?,answer,bird,distinguish_senses,crane,bird,answer,"A crane bird is a large wading bird with long legs and a long neck, associated with neck, leg and reed. A construction crane is a large machine used to lift and move heavy loads at construction sites, associated with hook, load and cable.",,1.0000,ami-a2175058a1aa|ami-5d71d2a91a85|ami-3fb431a8a342|ami-ee9ba8489152|ami-da79214ebe9f|ami-b5263fdaaaef|ami-27ac5775e936|ami-140862d73e39|ami-160a8ca7c9fc|ami-071b69398beb|ami-a96d5471bf8a|ami-e220f6529fa5|ami-85db669be146|ami-6661336011a4|ami-03ba4186100a|ami-16d0c1744fa1|ami-fd00126fe924|ami-c93c76a0aea1|ami-1e10d02383e2|ami-371f669ca9a0|ami-55783e5d2b23|ami-785613391acc|ami-b8bc9523aaf8|ami-37ad56e2eeac|ami-e4dc98d65534|ami-a42522879344|ami-8ddd846b277d,ami-a4695848d6af|ami-41e5eed1bd02|ami-ea99b9178948|ami-4be246c07fe8|ami-fea8d09755a3|ami-cc16433fdb5e|ami-fcbbbc1ac3b6|ami-3c589cefd7d5|ami-07405bbca362|ami-27dd826c7655,ami-a2175058a1aa|ami-5d71d2a91a85|ami-3fb431a8a342|ami-ee9ba8489152|ami-da79214ebe9f|ami-b5263fdaaaef|ami-27ac5775e936|ami-140862d73e39|ami-160a8ca7c9fc|ami-071b69398beb|ami-a96d5471bf8a|ami-e220f6529fa5|ami-85db669be146|ami-6661336011a4|ami-ec77e1ef8022|ami-a4695848d6af|ami-41e5eed1bd02|ami-ea99b9178948|ami-4be246c07fe8|ami-fea8d09755a3|ami-03ba4186100a|ami-16d0c1744fa1|ami-fd00126fe924|ami-c93c76a0aea1|ami-1e10d02383e2|ami-371f669ca9a0|ami-55783e5d2b23|ami-785613391acc|ami-b8bc9523aaf8|ami-37ad56e2eeac|ami-e4dc98d65534|ami-a42522879344|ami-8ddd846b277d|ami-cc16433fdb5e|ami-fcbbbc1ac3b6|ami-3c589cefd7d5|ami-07405bbca362|ami-27dd826c7655,yes,no
qa-v1-041,How is rock music different from a rock stone?,answer,music,distinguish_senses,rock,music,answer,"Rock music is a genre of music typically featuring electric guitars and strong rhythms, associated with band, concert and crowd. A rock is a solid mineral mass found in nature, associated with cliff, boulder and trail.",,1.0000,ami-6be456b798d8|ami-0a60f807af51|ami-6fc71ac2205f|ami-850cdfbd8626|ami-e21a72a414eb|ami-6b0d630b118b|ami-ff03dbae592a|ami-d68a2ec06bb6|ami-e8e49a29b98a|ami-f08adc7e92d4|ami-009412d045ea|ami-5e67434596cd|ami-ad0126bd1d99|ami-4962e4764e87|ami-b1e1c44dd5e3|ami-43cab51ad5d7|ami-4a88bda52c66|ami-7bfad8c66622|ami-b200065f027b|ami-d55fa610393b|ami-cc310c21e185|ami-d89a03ca4bdf,ami-624d49f5bdba|ami-d6a5a198a2d6|ami-ccd22bed9ad5|ami-e18241d02fc9|ami-23cee73e6adf|ami-59aaac28b4a8|ami-1ac32bdba1b7|ami-0ef741ab9b50|ami-e8f26d1926ee,ami-6be456b798d8|ami-0a60f807af51|ami-6fc71ac2205f|ami-850cdfbd8626|ami-e21a72a414eb|ami-6b0d630b118b|ami-ff03dbae592a|ami-d68a2ec06bb6|ami-e8e49a29b98a|ami-f08adc7e92d4|ami-009412d045ea|ami-624d49f5bdba|ami-d6a5a198a2d6|ami-ccd22bed9ad5|ami-e18241d02fc9|ami-23cee73e6adf|ami-5e67434596cd|ami-ad0126bd1d99|ami-4962e4764e87|ami-b1e1c44dd5e3|ami-43cab51ad5d7|ami-4a88bda52c66|ami-7bfad8c66622|ami-b200065f027b|ami-d55fa610393b|ami-cc310c21e185|ami-d89a03ca4bdf|ami-59aaac28b4a8|ami-1ac32bdba1b7|ami-0ef741ab9b50|ami-e8f26d1926ee,yes,no
qa-v1-042,What is the difference between the spring season and a spring coil?,answer,season,distinguish_senses,spring,season,answer,"Spring is the season that follows winter, associated with thaw, flower and morning. A spring coil is a coiled metal device that stores and releases mechanical energy, associated with latch, handle and device.",,1.0000,ami-5a3679b75947|ami-aea00b499be7|ami-72b1a2137d9e|ami-22bb1e90eeac|ami-fd6b92729a74|ami-da0f258f8ac5|ami-cf0acf26ea51|ami-2ff12b0b6f57|ami-cce06cbd88e4|ami-3014b29df683|ami-cd575dc9921f|ami-fde3e756add9|ami-82067649181d|ami-cd656adac2c4|ami-356e71ed2e41|ami-cb2d78d84ffc|ami-9cc4a2d80015|ami-a4a1df1df18d|ami-dfed1f32e139|ami-ebab525821bd|ami-be00ed5c46df,ami-13a1529d77a6|ami-ec5e7f0acfd7|ami-5004eaca1a9a|ami-21428672a4ac|ami-d3cdec803e7a|ami-d9c9b2304a90|ami-13b72adb0a7c|ami-afe01f03327a|ami-9ecead12defb,ami-5a3679b75947|ami-aea00b499be7|ami-72b1a2137d9e|ami-22bb1e90eeac|ami-fd6b92729a74|ami-da0f258f8ac5|ami-cf0acf26ea51|ami-2ff12b0b6f57|ami-cce06cbd88e4|ami-13a1529d77a6|ami-ec5e7f0acfd7|ami-5004eaca1a9a|ami-21428672a4ac|ami-3014b29df683|ami-cd575dc9921f|ami-fde3e756add9|ami-82067649181d|ami-cd656adac2c4|ami-356e71ed2e41|ami-cb2d78d84ffc|ami-9cc4a2d80015|ami-a4a1df1df18d|ami-dfed1f32e139|ami-ebab525821bd|ami-be00ed5c46df|ami-8befde6bd846|ami-d3cdec803e7a|ami-d9c9b2304a90|ami-13b72adb0a7c|ami-afe01f03327a|ami-9ecead12defb,yes,no
qa-v1-043,What does bank mean?,audit,,unknown_or_ambiguous,bank,,audit,I cannot answer safely because the question is underconstrained.,underconstrained_question,0.0000,,,,yes,no
qa-v1-044,What does bat mean?,audit,,unknown_or_ambiguous,bat,,audit,I cannot answer safely because the question is underconstrained.,underconstrained_question,0.0000,,,,yes,no
qa-v1-045,What does seal mean?,audit,,unknown_or_ambiguous,seal,,audit,I cannot answer safely because the question is underconstrained.,underconstrained_question,0.0000,,,,yes,no
qa-v1-046,What does crane mean?,audit,,unknown_or_ambiguous,crane,,audit,I cannot answer safely because the question is underconstrained.,underconstrained_question,0.0000,,,,yes,no
qa-v1-047,What does rock mean?,audit,,unknown_or_ambiguous,rock,,audit,I cannot answer safely because the question is underconstrained.,underconstrained_question,0.0000,,,,yes,no
qa-v1-048,What does spring mean?,audit,,unknown_or_ambiguous,spring,,audit,I cannot answer safely because the question is underconstrained.,underconstrained_question,0.0000,,,,yes,no
