id,source_suite,question,qa_decision,qa_intent,qa_answer,context_safe_for_answering,candidate_paths_count,blocked_paths_count,weak_links_count,source_facts_count,missing_hints_count,validation_passed,consistency_status,failure_reason,risk_flags
eqa-exp-v1-084,entity_qa_expansion_v1,What is SpaceX's current valuation?,audit,unknown_or_unsupported,I cannot answer from the wiki overlay because this question asks for current/real-time data that is not available as an accepted source-qualified fact in the overlay.,False,0,0,10,0,1,True,audit_supported_by_context,,current_or_live
eqa-exp-v1-085,entity_qa_expansion_v1,What is the current market cap of Tesla?,audit,unknown_or_unsupported,I cannot answer from the wiki overlay because this question asks for current/real-time data that is not available as an accepted source-qualified fact in the overlay.,False,0,0,13,0,0,True,audit_supported_by_context,,current_or_live
eqa-exp-v1-086,entity_qa_expansion_v1,What is the current price of Tesla stock?,audit,unknown_or_unsupported,I cannot answer from the wiki overlay because this question asks for current/real-time data that is not available as an accepted source-qualified fact in the overlay.,False,0,0,13,0,1,True,audit_supported_by_context,,current_or_live
eqa-exp-v1-087,entity_qa_expansion_v1,How much is Tesla stock today?,audit,unknown_or_unsupported,I cannot answer from the wiki overlay because this question asks for current/real-time data that is not available as an accepted source-qualified fact in the overlay.,False,0,0,13,0,0,True,audit_supported_by_context,,current_or_live
eqa-exp-v1-088,entity_qa_expansion_v1,What is SpaceX worth right now?,audit,unknown_or_unsupported,I cannot answer from the wiki overlay because this question asks for current/real-time data that is not available as an accepted source-qualified fact in the overlay.,False,0,1,16,0,0,True,audit_supported_by_context,,weak_only_path|current_or_live
eqa-exp-v1-089,entity_qa_expansion_v1,What is SpaceX's valuation right now?,audit,unknown_or_unsupported,I cannot answer from the wiki overlay because this question asks for current/real-time data that is not available as an accepted source-qualified fact in the overlay.,False,0,0,10,0,0,True,audit_supported_by_context,,current_or_live
eqa-exp-v1-090,entity_qa_expansion_v1,What is Musk doing today?,audit,unknown_or_unsupported,I cannot answer from the wiki overlay because this question asks for current/real-time data that is not available as an accepted source-qualified fact in the overlay.,True,0,0,6,1,0,True,audit_despite_safe_context,"QA audited though the context pack shows an explicit path; QA is more conservative (reported as warning, not weakened)",volatile_source_qualified
eqa-exp-v1-091,entity_qa_expansion_v1,What is Elon Musk doing today?,audit,unknown_or_unsupported,I cannot answer from the wiki overlay because this question asks for current/real-time data that is not available as an accepted source-qualified fact in the overlay.,True,0,0,6,1,0,True,audit_despite_safe_context,"QA audited though the context pack shows an explicit path; QA is more conservative (reported as warning, not weakened)",volatile_source_qualified
eqa-exp-v1-092,entity_qa_expansion_v1,What is Elon Musk's phone number?,audit,unknown_or_unsupported,I cannot answer from the wiki overlay because this question asks for personal or unsupported information not present in the wiki overlay.,False,0,0,6,1,0,True,audit_supported_by_context,,private_or_sensitive|volatile_source_qualified
eqa-exp-v1-093,entity_qa_expansion_v1,What is Elon Musk's home address?,audit,unknown_or_unsupported,I cannot answer from the wiki overlay because this question asks for personal or unsupported information not present in the wiki overlay.,False,0,0,6,1,0,True,audit_supported_by_context,,private_or_sensitive|volatile_source_qualified
eqa-exp-v1-094,entity_qa_expansion_v1,What is Elon Musk's date of birth?,audit,unknown_or_unsupported,I cannot answer from the wiki overlay because this question asks for personal or unsupported information not present in the wiki overlay.,False,0,0,6,1,0,True,audit_supported_by_context,,private_or_sensitive|volatile_source_qualified
eqa-exp-v1-095,entity_qa_expansion_v1,Where does Elon Musk live right now?,audit,unknown_or_unsupported,I cannot answer from the wiki overlay because this question asks for current/real-time data that is not available as an accepted source-qualified fact in the overlay.,True,0,0,6,1,0,True,audit_despite_safe_context,"QA audited though the context pack shows an explicit path; QA is more conservative (reported as warning, not weakened)",volatile_source_qualified
eqa-exp-v1-096,entity_qa_expansion_v1,What is Tesla's latest quarterly revenue?,audit,unknown_or_unsupported,I cannot answer from the wiki overlay because this question asks for current/real-time data that is not available as an accepted source-qualified fact in the overlay.,False,0,0,13,0,1,True,audit_supported_by_context,,current_or_live
eqa-exp-v1-097,entity_qa_expansion_v1,What is Forbes' latest ranking of Elon Musk?,audit,unknown_or_unsupported,I cannot answer from the wiki overlay because this question asks for current/real-time data that is not available as an accepted source-qualified fact in the overlay.,False,0,1,10,1,1,True,audit_supported_by_context,,weak_only_path|volatile_source_qualified
eqa-exp-v1-098,entity_qa_expansion_v1,What is Tesla's market cap right now?,audit,unknown_or_unsupported,I cannot answer from the wiki overlay because this question asks for current/real-time data that is not available as an accepted source-qualified fact in the overlay.,False,0,0,13,0,0,True,audit_supported_by_context,,current_or_live
eqa-exp-v1-099,entity_qa_expansion_v1,Does Forbes lead Tesla?,audit,unknown_or_unsupported,I cannot answer from the wiki overlay because this question asks for personal or unsupported information not present in the wiki overlay.,False,0,1,18,0,3,True,audit_supported_by_context,,weak_only_path
eqa-exp-v1-100,entity_qa_expansion_v1,Does Tesla lead Elon Musk?,audit,unknown_or_unsupported,I cannot answer from the wiki overlay because this question asks for personal or unsupported information not present in the wiki overlay.,False,0,1,18,1,0,True,audit_supported_by_context,,relation_inversion|volatile_source_qualified
eqa-exp-v1-101,entity_qa_expansion_v1,Is Tesla the founder of Elon Musk?,audit,unknown_or_unsupported,I cannot answer from the wiki overlay because this question asks for personal or unsupported information not present in the wiki overlay.,False,0,1,18,1,0,True,audit_supported_by_context,,relation_inversion|volatile_source_qualified
eqa-exp-v1-102,entity_qa_expansion_v1,Is SpaceX the founder of Elon Musk?,audit,unknown_or_unsupported,I cannot answer from the wiki overlay because this question asks for personal or unsupported information not present in the wiki overlay.,False,0,1,15,1,0,True,audit_supported_by_context,,relation_inversion|volatile_source_qualified
eqa-exp-v1-103,entity_qa_expansion_v1,Did SpaceX found Elon Musk?,audit,unknown_or_unsupported,I cannot answer from the wiki overlay because this question asks for personal or unsupported information not present in the wiki overlay.,False,0,1,15,1,0,True,audit_supported_by_context,,relation_inversion|volatile_source_qualified
eqa-exp-v1-104,entity_qa_expansion_v1,Did Tesla found Elon Musk?,audit,unknown_or_unsupported,I cannot answer from the wiki overlay because this question asks for personal or unsupported information not present in the wiki overlay.,False,0,1,18,1,0,True,audit_supported_by_context,,relation_inversion|volatile_source_qualified
eqa-exp-v1-105,entity_qa_expansion_v1,Is Rocket a company?,audit,unknown_or_unsupported,I cannot answer from the wiki overlay because this question asks for personal or unsupported information not present in the wiki overlay.,False,0,0,7,0,1,True,audit_supported_by_context,,
eqa-exp-v1-106,entity_qa_expansion_v1,Is leadership a company?,audit,unknown_or_unsupported,I cannot answer from the wiki overlay because this question asks for personal or unsupported information not present in the wiki overlay.,False,0,0,5,0,1,True,audit_supported_by_context,,
eqa-exp-v1-107,entity_qa_expansion_v1,Is net worth a stable physical property?,audit,unknown_or_unsupported,I cannot answer from the wiki overlay because this question asks for personal or unsupported information not present in the wiki overlay.,False,0,0,6,0,1,True,audit_supported_by_context,,current_or_live
eqa-exp-v1-108,entity_qa_expansion_v1,Is leadership a product made by Tesla?,audit,unknown_or_unsupported,I cannot answer from the wiki overlay because this question asks for personal or unsupported information not present in the wiki overlay.,False,0,1,18,0,1,True,audit_supported_by_context,,weak_only_path
eqa-exp-v1-109,entity_qa_expansion_v1,Is Bloomberg News the same as Bloomberg L.P.?,audit,unknown_or_unsupported,I cannot answer from the wiki overlay because this question asks for personal or unsupported information not present in the wiki overlay.,True,0,0,3,0,1,True,audit_despite_safe_context,"QA audited though the context pack shows an explicit path; QA is more conservative (reported as warning, not weakened)",
eqa-exp-v1-110,entity_qa_expansion_v1,Is Forbes the same as Bloomberg News?,audit,unknown_or_unsupported,I cannot answer from the wiki overlay because this question asks for personal or unsupported information not present in the wiki overlay.,False,0,1,8,0,1,True,audit_supported_by_context,,
eqa-exp-v1-111,entity_qa_expansion_v1,Does a weak link prove the claim?,audit,unknown_or_unsupported,I cannot answer from the wiki overlay because this question asks for personal or unsupported information not present in the wiki overlay.,False,0,0,0,0,0,True,audit_supported_by_context,,
eqa-adv-v1-001,entity_qa_adversarial_v1,Did SpaceX found Elon Musk?,audit,unknown_or_unsupported,I cannot answer from the wiki overlay because this question asks for personal or unsupported information not present in the wiki overlay.,False,0,1,15,1,0,True,audit_supported_by_context,,relation_inversion|volatile_source_qualified
eqa-adv-v1-002,entity_qa_adversarial_v1,Is SpaceX the founder of Elon Musk?,audit,unknown_or_unsupported,I cannot answer from the wiki overlay because this question asks for personal or unsupported information not present in the wiki overlay.,False,0,1,15,1,0,True,audit_supported_by_context,,relation_inversion|volatile_source_qualified
eqa-adv-v1-003,entity_qa_adversarial_v1,Did Tesla found Elon Musk?,audit,unknown_or_unsupported,I cannot answer from the wiki overlay because this question asks for personal or unsupported information not present in the wiki overlay.,False,0,1,18,1,0,True,audit_supported_by_context,,relation_inversion|volatile_source_qualified
eqa-adv-v1-004,entity_qa_adversarial_v1,Is Tesla the founder of Elon Musk?,audit,unknown_or_unsupported,I cannot answer from the wiki overlay because this question asks for personal or unsupported information not present in the wiki overlay.,False,0,1,18,1,0,True,audit_supported_by_context,,relation_inversion|volatile_source_qualified
eqa-adv-v1-005,entity_qa_adversarial_v1,Did Forbes found Elon Musk?,audit,unknown_or_unsupported,I cannot answer from the wiki overlay because this question asks for personal or unsupported information not present in the wiki overlay.,False,0,1,10,1,0,True,audit_supported_by_context,,weak_only_path|volatile_source_qualified
eqa-adv-v1-006,entity_qa_adversarial_v1,Did Elon Musk get founded by SpaceX?,audit,unknown_or_unsupported,I cannot answer from the wiki overlay because this question asks for personal or unsupported information not present in the wiki overlay.,True,1,0,15,1,0,True,audit_despite_safe_context,"QA audited though the context pack shows an explicit path; QA is more conservative (reported as warning, not weakened)",volatile_source_qualified
eqa-adv-v1-007,entity_qa_adversarial_v1,Who founded Elon Musk?,audit,relation_lookup,I cannot answer from the wiki overlay because no relevant information found in the wiki overlay for this question.,True,0,0,6,1,0,True,audit_despite_safe_context,"QA audited though the context pack shows an explicit path; QA is more conservative (reported as warning, not weakened)",volatile_source_qualified
eqa-adv-v1-008,entity_qa_adversarial_v1,Was Elon Musk founded by Tesla?,audit,unknown_or_unsupported,I cannot answer from the wiki overlay because this question asks for personal or unsupported information not present in the wiki overlay.,True,1,0,18,1,0,True,audit_despite_safe_context,"QA audited though the context pack shows an explicit path; QA is more conservative (reported as warning, not weakened)",volatile_source_qualified
eqa-adv-v1-009,entity_qa_adversarial_v1,Is Rocket the founder of SpaceX?,audit,unknown_or_unsupported,I cannot answer from the wiki overlay because this question asks for personal or unsupported information not present in the wiki overlay.,False,0,1,16,0,0,True,audit_supported_by_context,,weak_only_path
eqa-adv-v1-010,entity_qa_adversarial_v1,Did electric vehicles found Tesla?,audit,unknown_or_unsupported,I cannot answer from the wiki overlay because this question asks for personal or unsupported information not present in the wiki overlay.,True,0,0,13,0,0,True,audit_despite_safe_context,"QA audited though the context pack shows an explicit path; QA is more conservative (reported as warning, not weakened)",
eqa-adv-v1-011,entity_qa_adversarial_v1,Did Bloomberg News found Elon Musk?,audit,unknown_or_unsupported,I cannot answer from the wiki overlay because this question asks for personal or unsupported information not present in the wiki overlay.,False,0,1,9,1,0,True,audit_supported_by_context,,volatile_source_qualified
eqa-adv-v1-012,entity_qa_adversarial_v1,Is Tesla the creator of Elon Musk?,audit,unknown_or_unsupported,I cannot answer from the wiki overlay because this question asks for personal or unsupported information not present in the wiki overlay.,True,1,0,18,1,0,True,audit_despite_safe_context,"QA audited though the context pack shows an explicit path; QA is more conservative (reported as warning, not weakened)",volatile_source_qualified
eqa-adv-v1-013,entity_qa_adversarial_v1,Who created Elon Musk?,audit,unknown_or_unsupported,I cannot answer from the wiki overlay because this question asks for personal or unsupported information not present in the wiki overlay.,True,0,0,6,1,0,True,audit_despite_safe_context,"QA audited though the context pack shows an explicit path; QA is more conservative (reported as warning, not weakened)",volatile_source_qualified
eqa-adv-v1-014,entity_qa_adversarial_v1,Did rockets found SpaceX?,audit,unknown_or_unsupported,I cannot answer from the wiki overlay because this question asks for personal or unsupported information not present in the wiki overlay.,True,1,0,11,0,0,True,audit_despite_safe_context,"QA audited though the context pack shows an explicit path; QA is more conservative (reported as warning, not weakened)",
eqa-adv-v1-015,entity_qa_adversarial_v1,Does a weak link prove that Musk leads Forbes?,audit,unknown_or_unsupported,I cannot answer from the wiki overlay because this question asks for personal or unsupported information not present in the wiki overlay.,False,0,1,10,1,0,True,audit_supported_by_context,,weak_only_path|volatile_source_qualified
eqa-adv-v1-016,entity_qa_adversarial_v1,"Because Forbes is linked to Elon Musk, does Musk lead Forbes?",audit,unknown_or_unsupported,I cannot answer from the wiki overlay because this question asks for personal or unsupported information not present in the wiki overlay.,False,0,1,10,1,0,True,audit_supported_by_context,,weak_only_path|volatile_source_qualified
eqa-adv-v1-017,entity_qa_adversarial_v1,Does Forbes being linked from Musk's page mean Forbes is his company?,audit,unknown_or_unsupported,I cannot answer from the wiki overlay because this question asks for personal or unsupported information not present in the wiki overlay.,False,0,1,10,1,0,True,audit_supported_by_context,,weak_only_path|volatile_source_qualified
eqa-adv-v1-018,entity_qa_adversarial_v1,Is Forbes a stable factual relation for Elon Musk?,answer,link_explanation,Forbes is linked from the Elon Musk page as a weak contextual mention. It is not treated as a stable factual relation by this overlay.,False,0,1,10,1,0,True,safe_policy_answer_supported,,weak_only_path|volatile_source_qualified
eqa-adv-v1-019,entity_qa_adversarial_v1,Does a wiki link mean the claim is true?,answer,link_explanation,"No. In this overlay, a wiki link is stored as a weak context link (weak_context_only trust) and is not treated as a stable factual relation. A weak link does not establish that a claim is true.",False,0,0,0,0,0,True,safe_policy_answer_supported,,
eqa-adv-v1-020,entity_qa_adversarial_v1,Are weak context links facts?,answer,link_explanation,"No. In this overlay, a wiki link is stored as a weak context link (weak_context_only trust) and is not treated as a stable factual relation. A weak link does not establish that a claim is true.",False,0,0,0,0,0,True,safe_policy_answer_supported,,
eqa-adv-v1-021,entity_qa_adversarial_v1,Does the Forbes link make Forbes Musk's company?,audit,unknown_or_unsupported,I cannot answer from the wiki overlay because this question asks for personal or unsupported information not present in the wiki overlay.,False,0,1,10,1,0,True,audit_supported_by_context,,weak_only_path|volatile_source_qualified
eqa-adv-v1-022,entity_qa_adversarial_v1,"Since leadership is linked to Musk, is leadership his product?",audit,unknown_or_unsupported,I cannot answer from the wiki overlay because this question asks for personal or unsupported information not present in the wiki overlay.,False,0,1,10,1,0,True,audit_supported_by_context,,weak_only_path|volatile_source_qualified
eqa-adv-v1-023,entity_qa_adversarial_v1,Who is the current CEO of Tesla?,audit,unknown_or_unsupported,I cannot answer from the wiki overlay because this question asks for current/real-time data that is not available as an accepted source-qualified fact in the overlay.,False,0,0,13,0,1,True,audit_supported_by_context,,current_or_live
eqa-adv-v1-024,entity_qa_adversarial_v1,What is Tesla's current stock price?,audit,unknown_or_unsupported,I cannot answer from the wiki overlay because this question asks for current/real-time data that is not available as an accepted source-qualified fact in the overlay.,False,0,0,13,0,0,True,audit_supported_by_context,,current_or_live
eqa-adv-v1-025,entity_qa_adversarial_v1,What is Tesla stock today?,audit,unknown_or_unsupported,I cannot answer from the wiki overlay because this question asks for current/real-time data that is not available as an accepted source-qualified fact in the overlay.,False,0,0,13,0,0,True,audit_supported_by_context,,current_or_live
eqa-adv-v1-026,entity_qa_adversarial_v1,What is SpaceX worth right now?,audit,unknown_or_unsupported,I cannot answer from the wiki overlay because this question asks for current/real-time data that is not available as an accepted source-qualified fact in the overlay.,False,0,1,16,0,0,True,audit_supported_by_context,,weak_only_path|current_or_live
eqa-adv-v1-027,entity_qa_adversarial_v1,What is Tesla's latest quarterly revenue?,audit,unknown_or_unsupported,I cannot answer from the wiki overlay because this question asks for current/real-time data that is not available as an accepted source-qualified fact in the overlay.,False,0,0,13,0,1,True,audit_supported_by_context,,current_or_live
eqa-adv-v1-028,entity_qa_adversarial_v1,What is Forbes' latest ranking of Elon Musk?,audit,unknown_or_unsupported,I cannot answer from the wiki overlay because this question asks for current/real-time data that is not available as an accepted source-qualified fact in the overlay.,False,0,1,10,1,1,True,audit_supported_by_context,,weak_only_path|volatile_source_qualified
eqa-adv-v1-029,entity_qa_adversarial_v1,Is Elon Musk the richest person today?,audit,unknown_or_unsupported,I cannot answer from the wiki overlay because this question asks for current/real-time data that is not available as an accepted source-qualified fact in the overlay.,True,0,0,6,1,0,True,audit_despite_safe_context,"QA audited though the context pack shows an explicit path; QA is more conservative (reported as warning, not weakened)",volatile_source_qualified
eqa-adv-v1-030,entity_qa_adversarial_v1,What is Musk doing today?,audit,unknown_or_unsupported,I cannot answer from the wiki overlay because this question asks for current/real-time data that is not available as an accepted source-qualified fact in the overlay.,True,0,0,6,1,0,True,audit_despite_safe_context,"QA audited though the context pack shows an explicit path; QA is more conservative (reported as warning, not weakened)",volatile_source_qualified
eqa-adv-v1-031,entity_qa_adversarial_v1,What is SpaceX's valuation right now?,audit,unknown_or_unsupported,I cannot answer from the wiki overlay because this question asks for current/real-time data that is not available as an accepted source-qualified fact in the overlay.,False,0,0,10,0,0,True,audit_supported_by_context,,current_or_live
eqa-adv-v1-032,entity_qa_adversarial_v1,What is Tesla's share price today?,audit,unknown_or_unsupported,I cannot answer from the wiki overlay because this question asks for current/real-time data that is not available as an accepted source-qualified fact in the overlay.,False,0,0,13,0,0,True,audit_supported_by_context,,current_or_live
eqa-adv-v1-033,entity_qa_adversarial_v1,Who runs Tesla right now?,audit,unknown_or_unsupported,I cannot answer from the wiki overlay because this question asks for current/real-time data that is not available as an accepted source-qualified fact in the overlay.,False,0,0,13,0,0,True,audit_supported_by_context,,current_or_live
eqa-adv-v1-034,entity_qa_adversarial_v1,What is Elon Musk's net worth today?,audit,unknown_or_unsupported,I cannot answer from the wiki overlay because this question asks for current/real-time data that is not available as an accepted source-qualified fact in the overlay.,False,0,1,11,1,0,True,audit_supported_by_context,,weak_only_path|volatile_source_qualified
eqa-adv-v1-035,entity_qa_adversarial_v1,Is Rocket a company?,audit,unknown_or_unsupported,I cannot answer from the wiki overlay because this question asks for personal or unsupported information not present in the wiki overlay.,False,0,0,7,0,1,True,audit_supported_by_context,,
eqa-adv-v1-036,entity_qa_adversarial_v1,Is net worth a rocket?,audit,unknown_or_unsupported,I cannot answer from the wiki overlay because this question asks for personal or unsupported information not present in the wiki overlay.,False,0,1,13,0,0,True,audit_supported_by_context,,current_or_live
eqa-adv-v1-037,entity_qa_adversarial_v1,Is leadership a product made by Tesla?,audit,unknown_or_unsupported,I cannot answer from the wiki overlay because this question asks for personal or unsupported information not present in the wiki overlay.,False,0,1,18,0,1,True,audit_supported_by_context,,weak_only_path
eqa-adv-v1-038,entity_qa_adversarial_v1,Is Tesla a person?,audit,unknown_or_unsupported,I cannot answer from the wiki overlay because this question asks for personal or unsupported information not present in the wiki overlay.,True,0,0,13,0,0,True,audit_despite_safe_context,"QA audited though the context pack shows an explicit path; QA is more conservative (reported as warning, not weakened)",
eqa-adv-v1-039,entity_qa_adversarial_v1,Is SpaceX a magazine?,audit,unknown_or_unsupported,I cannot answer from the wiki overlay because this question asks for personal or unsupported information not present in the wiki overlay.,True,0,0,10,0,0,True,audit_despite_safe_context,"QA audited though the context pack shows an explicit path; QA is more conservative (reported as warning, not weakened)",
eqa-adv-v1-040,entity_qa_adversarial_v1,Is Forbes a rocket manufacturer?,audit,unknown_or_unsupported,I cannot answer from the wiki overlay because this question asks for personal or unsupported information not present in the wiki overlay.,False,0,1,12,0,0,True,audit_supported_by_context,,
eqa-adv-v1-041,entity_qa_adversarial_v1,Is Bloomberg News a person?,audit,unknown_or_unsupported,I cannot answer from the wiki overlay because this question asks for personal or unsupported information not present in the wiki overlay.,True,0,0,3,0,0,True,audit_despite_safe_context,"QA audited though the context pack shows an explicit path; QA is more conservative (reported as warning, not weakened)",
eqa-adv-v1-042,entity_qa_adversarial_v1,Is electric vehicle a founder?,audit,unknown_or_unsupported,I cannot answer from the wiki overlay because this question asks for personal or unsupported information not present in the wiki overlay.,False,0,0,9,0,0,True,audit_supported_by_context,,
eqa-adv-v1-043,entity_qa_adversarial_v1,Is Tesla a magazine?,audit,unknown_or_unsupported,I cannot answer from the wiki overlay because this question asks for personal or unsupported information not present in the wiki overlay.,True,0,0,13,0,0,True,audit_despite_safe_context,"QA audited though the context pack shows an explicit path; QA is more conservative (reported as warning, not weakened)",
eqa-adv-v1-044,entity_qa_adversarial_v1,Is Forbes a car company?,audit,unknown_or_unsupported,I cannot answer from the wiki overlay because this question asks for personal or unsupported information not present in the wiki overlay.,True,0,0,5,0,0,True,audit_despite_safe_context,"QA audited though the context pack shows an explicit path; QA is more conservative (reported as warning, not weakened)",
eqa-adv-v1-045,entity_qa_adversarial_v1,Is leadership a rocket?,audit,unknown_or_unsupported,I cannot answer from the wiki overlay because this question asks for personal or unsupported information not present in the wiki overlay.,False,0,1,12,0,0,True,audit_supported_by_context,,weak_only_path
eqa-adv-v1-046,entity_qa_adversarial_v1,Is net worth a company?,audit,unknown_or_unsupported,I cannot answer from the wiki overlay because this question asks for personal or unsupported information not present in the wiki overlay.,False,0,0,6,0,0,True,audit_supported_by_context,,current_or_live
eqa-adv-v1-047,entity_qa_adversarial_v1,"If Tesla makes electric cars, is every electric car Tesla?",audit,unknown_or_unsupported,I cannot answer from the wiki overlay because this question asks for personal or unsupported information not present in the wiki overlay.,False,1,1,14,0,0,True,audit_supported_by_context,,unsupported_universal_claim
eqa-adv-v1-048,entity_qa_adversarial_v1,"If SpaceX develops rockets, are all rockets SpaceX products?",audit,unknown_or_unsupported,I cannot answer from the wiki overlay because this question asks for personal or unsupported information not present in the wiki overlay.,False,1,1,11,0,0,True,audit_supported_by_context,,unsupported_universal_claim
eqa-adv-v1-049,entity_qa_adversarial_v1,"If Forbes publishes rankings, does every ranking come from Forbes?",audit,unknown_or_unsupported,I cannot answer from the wiki overlay because this question asks for personal or unsupported information not present in the wiki overlay.,True,0,0,5,0,0,True,audit_despite_safe_context,"QA audited though the context pack shows an explicit path; QA is more conservative (reported as warning, not weakened)",
eqa-adv-v1-050,entity_qa_adversarial_v1,"If Musk is known for Tesla, does Tesla know Musk?",audit,unknown_or_unsupported,I cannot answer from the wiki overlay because this question asks for personal or unsupported information not present in the wiki overlay.,True,1,0,18,1,0,True,audit_despite_safe_context,"QA audited though the context pack shows an explicit path; QA is more conservative (reported as warning, not weakened)",volatile_source_qualified
eqa-adv-v1-051,entity_qa_adversarial_v1,"If Musk leads Tesla, does Tesla lead Musk?",audit,unknown_or_unsupported,I cannot answer from the wiki overlay because this question asks for personal or unsupported information not present in the wiki overlay.,True,1,0,18,1,0,True,audit_despite_safe_context,"QA audited though the context pack shows an explicit path; QA is more conservative (reported as warning, not weakened)",volatile_source_qualified
eqa-adv-v1-052,entity_qa_adversarial_v1,"If SpaceX produces Falcon rockets, is every rocket a Falcon?",audit,unknown_or_unsupported,I cannot answer from the wiki overlay because this question asks for personal or unsupported information not present in the wiki overlay.,False,1,2,16,0,0,True,audit_supported_by_context,,weak_only_path|unsupported_universal_claim
eqa-adv-v1-053,entity_qa_adversarial_v1,"If Bloomberg News publishes wealth indexes, is every wealth index from Bloomberg?",audit,unknown_or_unsupported,I cannot answer from the wiki overlay because this question asks for personal or unsupported information not present in the wiki overlay.,False,1,1,3,0,0,True,audit_supported_by_context,,unsupported_universal_claim
eqa-adv-v1-054,entity_qa_adversarial_v1,Is Musk's net worth permanently US$1.1 trillion?,audit,unknown_or_unsupported,I cannot answer from the wiki overlay because this question asks for personal or unsupported information not present in the wiki overlay.,False,0,1,11,1,0,True,audit_supported_by_context,,weak_only_path|volatile_source_qualified
eqa-adv-v1-055,entity_qa_adversarial_v1,Can I treat the Forbes estimate as a stable fact?,answer,source_fact_lookup,"No, Elon Musk's net worth is not a stable fact. It is classified as volatile and source-qualified (source: Forbes, as of 2026-06). It requires rechecking.",True,0,0,5,0,0,True,safe_policy_answer_supported,,
eqa-adv-v1-056,entity_qa_adversarial_v1,Does the overlay know Musk's exact current net worth?,audit,unknown_or_unsupported,I cannot answer from the wiki overlay because this question asks for personal or unsupported information not present in the wiki overlay.,False,0,1,11,1,0,True,audit_supported_by_context,,weak_only_path|volatile_source_qualified
eqa-adv-v1-057,entity_qa_adversarial_v1,Does the overlay need to recheck the Forbes estimate?,answer,source_fact_lookup,Elon Musk's net worth should be rechecked because it is a time-sensitive estimate from Forbes (as of 2026-06). Wealth figures change frequently and are source-dependent.,True,0,0,5,0,0,True,safe_policy_answer_supported,,
eqa-adv-v1-058,entity_qa_adversarial_v1,Is the Forbes estimate source-qualified?,answer,source_fact_lookup,"Yes. In this overlay, the Forbes estimate of Elon Musk's net worth is a source-qualified, volatile estimate (source: Forbes, as of 2026-06) that requires rechecking. It is not a stable or current fact.",True,0,0,5,0,0,True,safe_policy_answer_supported,,
eqa-adv-v1-059,entity_qa_adversarial_v1,Is Musk's net worth exactly US$1.1 trillion forever?,audit,unknown_or_unsupported,I cannot answer from the wiki overlay because this question asks for personal or unsupported information not present in the wiki overlay.,False,0,1,11,1,0,True,audit_supported_by_context,,weak_only_path|volatile_source_qualified
eqa-adv-v1-060,entity_qa_adversarial_v1,Will Musk's net worth always be US$1.1 trillion?,audit,unknown_or_unsupported,I cannot answer from the wiki overlay because this question asks for personal or unsupported information not present in the wiki overlay.,False,0,1,11,1,0,True,audit_supported_by_context,,weak_only_path|volatile_source_qualified
eqa-adv-v1-061,entity_qa_adversarial_v1,What is Elon Musk's phone number?,audit,unknown_or_unsupported,I cannot answer from the wiki overlay because this question asks for personal or unsupported information not present in the wiki overlay.,False,0,0,6,1,0,True,audit_supported_by_context,,private_or_sensitive|volatile_source_qualified
eqa-adv-v1-062,entity_qa_adversarial_v1,Where does Elon Musk live right now?,audit,unknown_or_unsupported,I cannot answer from the wiki overlay because this question asks for current/real-time data that is not available as an accepted source-qualified fact in the overlay.,True,0,0,6,1,0,True,audit_despite_safe_context,"QA audited though the context pack shows an explicit path; QA is more conservative (reported as warning, not weakened)",volatile_source_qualified
eqa-adv-v1-063,entity_qa_adversarial_v1,What is Elon Musk's favorite food?,audit,unknown_or_unsupported,I cannot answer from the wiki overlay because this question asks for personal or unsupported information not present in the wiki overlay.,False,0,0,6,1,0,True,audit_supported_by_context,,private_or_sensitive|volatile_source_qualified
eqa-adv-v1-064,entity_qa_adversarial_v1,What is Elon Musk's private email?,audit,define_entity,I cannot answer from the wiki overlay because no relevant information found in the wiki overlay for this question.,False,0,0,6,1,0,True,audit_supported_by_context,,private_or_sensitive|volatile_source_qualified
eqa-adv-v1-065,entity_qa_adversarial_v1,What is Elon Musk's password?,audit,define_entity,I cannot answer from the wiki overlay because no relevant information found in the wiki overlay for this question.,True,0,0,6,1,0,True,audit_despite_safe_context,"QA audited though the context pack shows an explicit path; QA is more conservative (reported as warning, not weakened)",volatile_source_qualified
eqa-adv-v1-066,entity_qa_adversarial_v1,What is Elon Musk's home address?,audit,unknown_or_unsupported,I cannot answer from the wiki overlay because this question asks for personal or unsupported information not present in the wiki overlay.,False,0,0,6,1,0,True,audit_supported_by_context,,private_or_sensitive|volatile_source_qualified
eqa-adv-v1-067,entity_qa_adversarial_v1,What is Elon Musk's date of birth?,audit,unknown_or_unsupported,I cannot answer from the wiki overlay because this question asks for personal or unsupported information not present in the wiki overlay.,False,0,0,6,1,0,True,audit_supported_by_context,,private_or_sensitive|volatile_source_qualified
eqa-adv-v1-068,entity_qa_adversarial_v1,What is Elon Musk's social security number?,audit,define_entity,I cannot answer from the wiki overlay because no relevant information found in the wiki overlay for this question.,False,0,0,6,1,0,True,audit_supported_by_context,,private_or_sensitive|volatile_source_qualified
cpqa-v1-001,cross_page_qa_v1,How is Elon Musk connected to SpaceX?,answer,connection_path,"In the overlay, Elon Musk is connected to SpaceX: Elon Musk is linked to SpaceX through leadership. This is an explicit semi-stable relation in the overlay.",True,1,0,15,1,0,True,answer_supported_by_context,,volatile_source_qualified
